date,author,lysis,lysis_temp,beads,bead_conc_mg_ml,wash1,wash2,elution,elution_temp,sample_type,sample_name,sample_volume,concentration,bead_beating,pretreatment_buffer,pretreatment_heating,target_type,target_name,cq,standard,unique_id
6/21/2021,Fred,v61,,200-OH,30,BW1_T1,w2,h2o,,Blood +Asuragen 10^4,,200,30,,,,RNA,E GENE,29.04,FALSE,Data_00017_21062021
6/21/2021,Fred,v61,,200-OH,30,BW1_T1,w2,h2o,,Blood +Asuragen 10^4,,200,30,,,,RNA,E GENE,29.32,FALSE,Data_00018_21062021
6/21/2021,Fred,v61,,200-OH,30,BW1_T1,w2,h2o,,Swab,,200,30,,,,RNA,inf a,31.52,FALSE,Data_00029_21062021
6/21/2021,Fred,v61,,200-OH,30,BW1_T1,w2,h2o,,Swab,,200,30,,,,RNA,inf a,31.87,FALSE,Data_00030_21062021
6/21/2021,Fred,v90_4w36,,CS25,30,BW1_T1,w2,h2o,,Swab,,200,30,,,,RNA,inf a,32.06,FALSE,Data_00031_21062021
6/21/2021,Fred,v90_4w36,,CS25,30,BW1_T1,w2,h2o,,Swab,,200,30,,,,RNA,inf a,31.64,FALSE,Data_00032_21062021
6/21/2021,Fred,v90_4w36,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Swab,,200,30,,,,RNA,inf a,31.8,FALSE,Data_00033_21062021
6/21/2021,Fred,v90_4w36,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Swab,,200,30,,,,RNA,inf a,32.02,FALSE,Data_00034_21062021
6/21/2021,Fred,v90_4w36,,AP75,30,BW1_T1,w2,h2o,,Swab,,200,30,,,,RNA,inf a,32.18,FALSE,Data_00035_21062021
6/21/2021,Fred,v90_4w36,,AP75,30,BW1_T1,w2,h2o,,Swab,,200,30,,,,RNA,inf a,32.1,FALSE,Data_00036_21062021
6/21/2021,Fred,v90_4w36,,1:2 0504:CS25,30,BW1_T1,w2,h2o,,Swab,,200,30,,,,RNA,inf a,32.06,FALSE,Data_00037_21062021
6/21/2021,Fred,v90_4w36,,1:2 0504:CS25,30,BW1_T1,w2,h2o,,Swab,,200,30,,,,RNA,inf a,32.22,FALSE,Data_00038_21062021
6/21/2021,Fred,v61,,200-OH,30,BW1_T1,w2,h2o,,Swab,,200,30,,,,RNA,inf b,32.33,FALSE,Data_00039_21062021
6/21/2021,Fred,v90_4w36,,CS25,30,BW1_T1,w2,h2o,,Swab,,200,30,,,,RNA,inf b,32.42,FALSE,Data_00040_21062021
6/21/2021,Fred,v90_4w36,,CS25,30,BW1_T1,w2,h2o,,Swab,,200,30,,,,RNA,inf b,32.5,FALSE,Data_00041_21062021
6/21/2021,Fred,v90_4w36,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Swab,,200,30,,,,RNA,inf b,32.59,FALSE,Data_00042_21062021
6/21/2021,Fred,v90_4w36,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Swab,,200,30,,,,RNA,inf b,32.39,FALSE,Data_00043_21062021
6/21/2021,Fred,v90_4w36,,AP75,30,BW1_T1,w2,h2o,,Swab,,200,30,,,,RNA,inf b,32.59,FALSE,Data_00044_21062021
6/21/2021,Fred,v90_4w36,,AP75,30,BW1_T1,w2,h2o,,Swab,,200,30,,,,RNA,inf b,32.41,FALSE,Data_00045_21062021
6/21/2021,Fred,v90_4w36,,1:2 0504:CS25,30,BW1_T1,w2,h2o,,Swab,,200,30,,,,RNA,inf b,32.78,FALSE,Data_00046_21062021
6/21/2021,Fred,v90_4w36,,1:2 0504:CS25,30,BW1_T1,w2,h2o,,Swab,,200,30,,,,RNA,inf b,32.48,FALSE,Data_00047_21062021
6/21/2021,Fred,v90_4w36,,1:2 0504:CS25,30,BW1_T1,w2,h2o,,Swab,,200,30,,,,DNA,pre-gapdh,29.56,FALSE,Data_00019_21062021
6/21/2021,Fred,v90_4w36,,1:2 0504:CS25,30,BW1_T1,w2,h2o,,Swab,,200,30,,,,DNA,pre-gapdh,30.1,FALSE,Data_00020_21062021
6/21/2021,Fred,v90_4w36,,CS25,30,BW1_T1,w2,h2o,,Swab,,200,30,,,,DNA,pre-gapdh,29.81,FALSE,Data_00021_21062021
6/21/2021,Fred,v90_4w36,,CS25,30,BW1_T1,w2,h2o,,Swab,,200,30,,,,DNA,pre-gapdh,29.94,FALSE,Data_00022_21062021
6/21/2021,Fred,v61,,200-OH,30,BW1_T1,w2,h2o,,Swab,,200,30,,,,DNA,pre-gapdh,29.85,FALSE,Data_00023_21062021
6/21/2021,Fred,v61,,200-OH,30,BW1_T1,w2,h2o,,Swab,,200,30,,,,DNA,pre-gapdh,29.95,FALSE,Data_00024_21062021
6/21/2021,Fred,v90_4w36,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Swab,,200,30,,,,DNA,pre-gapdh,30.14,FALSE,Data_00025_21062021
6/21/2021,Fred,v90_4w36,,2:3 0504:CS25,30,BW1_T1,w2,h2o,,Swab,,200,30,,,,DNA,pre-gapdh,31.06,FALSE,Data_00026_21062021
6/21/2021,Fred,v90_4w36,,AP75,30,BW1_T1,w2,h2o,,Swab,,200,30,,,,DNA,pre-gapdh,31.36,FALSE,Data_00027_21062021
6/21/2021,Fred,v90_4w36,,AP75,30,BW1_T1,w2,h2o,,Swab,,200,30,,,,DNA,pre-gapdh,32,FALSE,Data_00028_21062021
6/22/2021,Fred,v90_4w301,,CS25,30,BW1.11,w2,h2o,,Blood,,200,30,,,,DNA,gapdh,23.1,FALSE,Data_00128_22062021
6/22/2021,Fred,v90_4w301,,CS25,30,BW1.11,w2,h2o,,Blood,,200,30,,,,DNA,gapdh,23.26,FALSE,Data_00129_22062021
6/22/2021,Fred,v90_4w3,,CS25,30,BW1.11,w2,h2o,,Blood,,200,30,,,,DNA,gapdh,23.32,FALSE,Data_00130_22062021
6/22/2021,Fred,v90_4w3,,CS25,30,BW1.11,w2,h2o,,Blood,,200,30,,,,DNA,gapdh,23.11,FALSE,Data_00131_22062021
6/22/2021,Fred,v90_4w36,,CS25,30,BW1.11,w2,h2o,,Blood,,200,30,,,,DNA,gapdh,23.22,FALSE,Data_00132_22062021
6/22/2021,Fred,v90_4w36,,CS25,30,BW1.11,w2,h2o,,Blood,,200,30,,,,DNA,gapdh,23.24,FALSE,Data_00133_22062021
6/22/2021,Fred,v90_4w3,,CS25,30,BW1.11,w2,h2o,,Blood,,200,30,,,,DNA,gapdh,23.28,FALSE,Data_00134_22062021
6/22/2021,Fred,v90_4w3,,CS25,30,BW1.11,w2,h2o,,Blood,,200,30,,,,DNA,gapdh,23.36,FALSE,Data_00135_22062021
6/22/2021,Fred,v90_4w36,,CS25,30,BW1.11,w2,h2o,,Blood,,200,30,,,,DNA,gapdh,23.24,FALSE,Data_00136_22062021
6/22/2021,Fred,v90_4w36,,CS25,30,BW1.11,w2,h2o,,Blood,,200,30,,,,DNA,gapdh,23.49,FALSE,Data_00137_22062021
6/22/2021,Fred,v90_4w301,,CS25,30,BW1.11,w2,h2o,,Blood,,200,30,,,,DNA,gapdh,23.33,FALSE,Data_00138_22062021
6/22/2021,Fred,v90_4w301,,CS25,30,BW1.11,w2,h2o,,Blood,,200,30,,,,DNA,gapdh,23.5,FALSE,Data_00139_22062021
6/22/2021,Fred,v90_4w301,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood,,200,30,,,,DNA,gapdh,23.79,FALSE,Data_00140_22062021
6/22/2021,Fred,v90_4w301,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood,,200,30,,,,DNA,gapdh,23.55,FALSE,Data_00141_22062021
6/22/2021,Fred,v61,,200-OH,30,BW1_T1,w2,h2o,,Blood,,200,30,,,,DNA,gapdh,24.03,FALSE,Data_00142_22062021
6/22/2021,Fred,v90_4w301,,CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^2,,200,30,,,,RNA,E GENE,33.1,FALSE,Data_00153_22062021
6/22/2021,Fred,v90_4w301,,CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^2,,200,30,,,,RNA,E GENE,33.02,FALSE,Data_00154_22062021
6/22/2021,Fred,std,,200-OH,30,BW1_T1,w2,h2o,,Blood + Asuragen 10^2,,200,30,,,,RNA,E GENE,33.07,TRUE,Data_00155_22062021
6/22/2021,Fred,v90_4w36,,CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^2,,200,30,,,,RNA,E GENE,33.25,FALSE,Data_00156_22062021
6/22/2021,Fred,v90_4w36,,CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^2,,200,30,,,,RNA,E GENE,33.12,FALSE,Data_00157_22062021
6/22/2021,Fred,v90_4w3,,CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^2,,200,30,,,,RNA,E GENE,33.14,FALSE,Data_00158_22062021
6/22/2021,Fred,v90_4w3,,CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^2,,200,30,,,,RNA,E GENE,33.7,FALSE,Data_00159_22062021
6/22/2021,Fred,v90_4w301,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^2,,200,30,,,,RNA,E GENE,34.49,FALSE,Data_00160_22062021
6/22/2021,Fred,v61,,200-OH,30,BW1_T1,w2,h2o,,Blood + Asuragen 10^3,,200,30,,,,RNA,E GENE,34.62,FALSE,Data_00048_22062021
6/22/2021,Fred,v61,,200-OH,30,BW1_T1,w2,h2o,,Blood + Asuragen 10^3,,200,30,,,,RNA,E GENE,34.73,FALSE,Data_00049_22062021
6/22/2021,Fred,v90_4w301,,CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^3,,200,30,,,,RNA,E GENE,29.92,FALSE,Data_00050_22062021
6/22/2021,Fred,v90_4w301,,CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^3,,200,30,,,,RNA,E GENE,29.98,FALSE,Data_00051_22062021
6/22/2021,Fred,v90_4w3,,CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^3,,200,30,,,,RNA,E GENE,30.06,FALSE,Data_00052_22062021
6/22/2021,Fred,v90_4w3,,CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^3,,200,30,,,,RNA,E GENE,30.1,FALSE,Data_00053_22062021
6/22/2021,Fred,v90_4w3,,1:2 0504:CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^3,,200,30,,,,RNA,E GENE,30.35,FALSE,Data_00054_22062021
6/22/2021,Fred,v90_4w3,,1:2 0504:CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^3,,200,30,,,,RNA,E GENE,30.09,FALSE,Data_00055_22062021
6/22/2021,Fred,v90_4w301,,1:2 0504:CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^3,,200,30,,,,RNA,E GENE,30.19,FALSE,Data_00056_22062021
6/22/2021,Fred,v90_4w301,,1:2 0504:CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^3,,200,30,,,,RNA,E GENE,30.3,FALSE,Data_00057_22062021
6/22/2021,Fred,v90_4w3,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^3,,200,30,,,,RNA,E GENE,30.32,FALSE,Data_00058_22062021
6/22/2021,Fred,v90_4w3,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^3,,200,30,,,,RNA,E GENE,30.18,FALSE,Data_00059_22062021
6/22/2021,Fred,v90_4w36,,CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^3,,200,30,,,,RNA,E GENE,30.44,FALSE,Data_00060_22062021
6/22/2021,Fred,v90_4w36,,CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^3,,200,30,,,,RNA,E GENE,30.08,FALSE,Data_00061_22062021
6/22/2021,Fred,v90_4w301,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^3,,200,30,,,,RNA,E GENE,30.16,FALSE,Data_00062_22062021
6/22/2021,Fred,v90_4w301,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^3,,200,30,,,,RNA,E GENE,30.43,FALSE,Data_00063_22062021
6/22/2021,Fred,v90_4w36,,1:2 0504:CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^3,,200,30,,,,RNA,E GENE,30.44,FALSE,Data_00064_22062021
6/22/2021,Fred,v90_4w36,,1:2 0504:CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^3,,200,30,,,,RNA,E GENE,30.33,FALSE,Data_00065_22062021
6/22/2021,Fred,v90_4w36,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^3,,200,30,,,,RNA,E GENE,30.52,FALSE,Data_00066_22062021
6/22/2021,Fred,v90_4w36,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^3,,200,30,,,,RNA,E GENE,30.49,FALSE,Data_00067_22062021
6/22/2021,Fred,v61,,200-OH,30,BW1_T1,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,33.29,FALSE,Data_00068_22062021
6/22/2021,Fred,v61,,200-OH,30,BW1_T1,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,31.48,FALSE,Data_00069_22062021
6/22/2021,Fred,v90_4w3,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,26.78,FALSE,Data_00070_22062021
6/22/2021,Fred,v90_4w3,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,26.65,FALSE,Data_00071_22062021
6/22/2021,Fred,v90_4w301,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,26.82,FALSE,Data_00072_22062021
6/22/2021,Fred,v90_4w301,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,26.61,FALSE,Data_00073_22062021
6/22/2021,Fred,v90_4w301,,1:2 0504:CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,26.54,FALSE,Data_00074_22062021
6/22/2021,Fred,v90_4w301,,1:2 0504:CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,27.12,FALSE,Data_00075_22062021
6/22/2021,Fred,v90_4w3,,CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,26.77,FALSE,Data_00076_22062021
6/22/2021,Fred,v90_4w3,,CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,26.93,FALSE,Data_00077_22062021
6/22/2021,Fred,v90_4w301,,CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,26.85,FALSE,Data_00078_22062021
6/22/2021,Fred,v90_4w301,,CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,26.87,FALSE,Data_00079_22062021
6/22/2021,Fred,v90_4w3,,1:2 0504:CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,26.9,FALSE,Data_00080_22062021
6/22/2021,Fred,v90_4w3,,1:2 0504:CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,26.85,FALSE,Data_00081_22062021
6/22/2021,Fred,v90_4w36,,CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,26.82,FALSE,Data_00082_22062021
6/22/2021,Fred,v90_4w36,,CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,27.33,FALSE,Data_00083_22062021
6/22/2021,Fred,v90_4w36,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,27.29,FALSE,Data_00084_22062021
6/22/2021,Fred,v90_4w36,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,27.15,FALSE,Data_00085_22062021
6/22/2021,Fred,v90_4w36,,1:2 0504:CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,27.22,FALSE,Data_00086_22062021
6/22/2021,Fred,v90_4w36,,1:2 0504:CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,27.49,FALSE,Data_00087_22062021
6/22/2021,Fred,v90_4w36,,CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,26.68,FALSE,Data_00143_22062021
6/22/2021,Fred,v90_4w36,,CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,26.7,FALSE,Data_00144_22062021
6/22/2021,Fred,v90_4w301,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,26.68,FALSE,Data_00145_22062021
6/22/2021,Fred,v90_4w301,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,26.71,FALSE,Data_00146_22062021
6/22/2021,Fred,v90_4w301,,CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,26.79,FALSE,Data_00147_22062021
6/22/2021,Fred,v90_4w301,,CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,26.89,FALSE,Data_00148_22062021
6/22/2021,Fred,v90_4w3,,CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,27.31,FALSE,Data_00149_22062021
6/22/2021,Fred,v90_4w3,,CS25,30,BW1.11,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,27.22,FALSE,Data_00150_22062021
6/22/2021,Fred,v61,,200-OH,30,BW1_T1,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,28.33,FALSE,Data_00151_22062021
6/22/2021,Fred,v61,,200-OH,30,BW1_T1,w2,h2o,,Blood + Asuragen 10^4,,200,30,,,,RNA,E GENE,28.98,FALSE,Data_00152_22062021
6/22/2021,Fred,v61,,200-OH,30,BW1_T1,w2,h2o,,Plasma + Asuragen 10^3,,200,30,,,,RNA,E GENE,30.86,FALSE,Data_00088_22062021
6/22/2021,Fred,v61,,200-OH,30,BW1_T1,w2,h2o,,Plasma + Asuragen 10^3,,200,30,,,,RNA,E GENE,30.45,FALSE,Data_00089_22062021
6/22/2021,Fred,v90_4w36,,CS25,30,BW1.11,w2,h2o,,Plasma + Asuragen 10^3,,200,30,,,,RNA,E GENE,30.3,FALSE,Data_00090_22062021
6/22/2021,Fred,v90_4w36,,CS25,30,BW1.11,w2,h2o,,Plasma + Asuragen 10^3,,200,30,,,,RNA,E GENE,30.2,FALSE,Data_00091_22062021
6/22/2021,Fred,v90_4w36,,1:2 0504:CS25,30,BW1.11,w2,h2o,,Plasma + Asuragen 10^3,,200,30,,,,RNA,E GENE,30.31,FALSE,Data_00092_22062021
6/22/2021,Fred,v90_4w36,,1:2 0504:CS25,30,BW1.11,w2,h2o,,Plasma + Asuragen 10^3,,200,30,,,,RNA,E GENE,30.38,FALSE,Data_00093_22062021
6/22/2021,Fred,v90_4w301,,CS25,30,BW1.11,w2,h2o,,Plasma + Asuragen 10^3,,200,30,,,,RNA,E GENE,30.09,FALSE,Data_00094_22062021
6/22/2021,Fred,v90_4w301,,CS25,30,BW1.11,w2,h2o,,Plasma + Asuragen 10^3,,200,30,,,,RNA,E GENE,30.86,FALSE,Data_00095_22062021
6/22/2021,Fred,v90_4w3,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Plasma + Asuragen 10^3,,200,30,,,,RNA,E GENE,30.53,FALSE,Data_00096_22062021
6/22/2021,Fred,v90_4w3,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Plasma + Asuragen 10^3,,200,30,,,,RNA,E GENE,30.75,FALSE,Data_00097_22062021
6/22/2021,Fred,v90_4w36,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Plasma + Asuragen 10^3,,200,30,,,,RNA,E GENE,30.98,FALSE,Data_00098_22062021
6/22/2021,Fred,v90_4w36,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Plasma + Asuragen 10^3,,200,30,,,,RNA,E GENE,30.48,FALSE,Data_00099_22062021
6/22/2021,Fred,v90_4w3,,CS25,30,BW1.11,w2,h2o,,Plasma + Asuragen 10^3,,200,30,,,,RNA,E GENE,30.89,FALSE,Data_00100_22062021
6/22/2021,Fred,v90_4w3,,CS25,30,BW1.11,w2,h2o,,Plasma + Asuragen 10^3,,200,30,,,,RNA,E GENE,30.78,FALSE,Data_00101_22062021
6/22/2021,Fred,v90_4w301,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Plasma + Asuragen 10^3,,200,30,,,,RNA,E GENE,30.76,FALSE,Data_00102_22062021
6/22/2021,Fred,v90_4w301,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Plasma + Asuragen 10^3,,200,30,,,,RNA,E GENE,31.03,FALSE,Data_00103_22062021
6/22/2021,Fred,v90_4w3,,1:2 0504:CS25,30,BW1.11,w2,h2o,,Plasma + Asuragen 10^3,,200,30,,,,RNA,E GENE,31.11,FALSE,Data_00104_22062021
6/22/2021,Fred,v90_4w3,,1:2 0504:CS25,30,BW1.11,w2,h2o,,Plasma + Asuragen 10^3,,200,30,,,,RNA,E GENE,30.7,FALSE,Data_00105_22062021
6/22/2021,Fred,v90_4w301,,1:2 0504:CS25,30,BW1.11,w2,h2o,,Plasma + Asuragen 10^3,,200,30,,,,RNA,E GENE,31.12,FALSE,Data_00106_22062021
6/22/2021,Fred,v90_4w301,,1:2 0504:CS25,30,BW1.11,w2,h2o,,Plasma + Asuragen 10^3,,200,30,,,,RNA,E GENE,31.25,FALSE,Data_00107_22062021
6/22/2021,Fred,v61,,200-OH,30,BW1_T1,w2,h2o,,Plasma + Asuragen 10^4,,200,30,,,,RNA,E GENE,28.13,FALSE,Data_00108_22062021
6/22/2021,Fred,v61,,200-OH,30,BW1_T1,w2,h2o,,Plasma + Asuragen 10^4,,200,30,,,,RNA,E GENE,28.06,FALSE,Data_00109_22062021
6/22/2021,Fred,v90_4w36,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Plasma + Asuragen 10^4,,200,30,,,,RNA,E GENE,27.09,FALSE,Data_00110_22062021
6/22/2021,Fred,v90_4w36,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Plasma + Asuragen 10^4,,200,30,,,,RNA,E GENE,27.14,FALSE,Data_00111_22062021
6/22/2021,Fred,v90_4w36,,1:2 0504:CS25,30,BW1.11,w2,h2o,,Plasma + Asuragen 10^4,,200,30,,,,RNA,E GENE,27.19,FALSE,Data_00112_22062021
6/22/2021,Fred,v90_4w36,,1:2 0504:CS25,30,BW1.11,w2,h2o,,Plasma + Asuragen 10^4,,200,30,,,,RNA,E GENE,27.19,FALSE,Data_00113_22062021
6/22/2021,Fred,v90_4w36,,CS25,30,BW1.11,w2,h2o,,Plasma + Asuragen 10^4,,200,30,,,,RNA,E GENE,27.2,FALSE,Data_00114_22062021
6/22/2021,Fred,v90_4w36,,CS25,30,BW1.11,w2,h2o,,Plasma + Asuragen 10^4,,200,30,,,,RNA,E GENE,27.23,FALSE,Data_00115_22062021
6/22/2021,Fred,v90_4w301,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Plasma + Asuragen 10^4,,200,30,,,,RNA,E GENE,27.41,FALSE,Data_00116_22062021
6/22/2021,Fred,v90_4w301,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Plasma + Asuragen 10^4,,200,30,,,,RNA,E GENE,27.46,FALSE,Data_00117_22062021
6/22/2021,Fred,v90_4w3,,1:2 0504:CS25,30,BW1.11,w2,h2o,,Plasma + Asuragen 10^4,,200,30,,,,RNA,E GENE,27.59,FALSE,Data_00118_22062021
6/22/2021,Fred,v90_4w3,,1:2 0504:CS25,30,BW1.11,w2,h2o,,Plasma + Asuragen 10^4,,200,30,,,,RNA,E GENE,27.38,FALSE,Data_00119_22062021
6/22/2021,Fred,v90_4w3,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Plasma + Asuragen 10^4,,200,30,,,,RNA,E GENE,27.57,FALSE,Data_00120_22062021
6/22/2021,Fred,v90_4w3,,2:3 0504:CS25,30,BW1.11,w2,h2o,,Plasma + Asuragen 10^4,,200,30,,,,RNA,E GENE,27.52,FALSE,Data_00121_22062021
