contig_id	contig_srt	contig_end	region_id	attributes	gc_count	overlaps	fwd_e2e	rev_e2e	total_reads	fwd_reads	rev_reads	cov150x	cov500x	cov2500x
chr1	97691707	97691927	AMPL2654412	SUBMITTED_REGION=rs1801266;Pool=2	73	1640	475	676	1640	841	799	221	221	0
chr11	64535426	64535576	AMPL3547755	SUBMITTED_REGION=rs11231809;Pool=2	59	1685	680	877	1685	750	935	151	151	0
chr19	41009139	41009375	AMPL3926529	SUBMITTED_REGION=2B6Ex5,2B7P12B6In4Ex5,rs2279343;Pool=1	130	2998	210	553	1760	982	778	237	237	0
chr12	21130278	21130498	AMPL2649373	SUBMITTED_REGION=rs4149015;Pool=2	67	1820	1571	97	1820	1670	150	221	221	0
chr19	41008704	41008870	AMPL3926091	SUBMITTED_REGION=2B7P12B6In4Ex5;Pool=1	55	14623	755	708	1915	1091	824	167	167	113
chr6	31449951	31450164	AMPL3926349	SUBMITTED_REGION=rs2523694;Pool=1	61	1925	1030	679	1926	1113	813	214	214	0
chr19	41009567	41009742	AMPL3926221	SUBMITTED_REGION=2B6Ex5;Pool=1	88	10373	566	270	1986	704	1282	176	176	75
chr4	68570364	68570528	AMPL3926512	SUBMITTED_REGION=rs6817882;Pool=1	65	1993	899	548	1993	954	1039	165	165	0
chr19	41007535	41007770	AMPL3925971	SUBMITTED_REGION=2B7P12B6In4Ex5;Pool=2	130	8977	0	0	2010	8	2002	169	165	14
chr19	40949301	40949529	AMPL3926501	SUBMITTED_REGION=2B7Ex9F;Pool=1	112	9479	28	127	2083	1606	477	229	99	30
chr10	94947690	94947896	AMPL3926579	SUBMITTED_REGION=rs72558190,rs774550549;Pool=1	62	7711	809	900	2102	1032	1070	207	207	39
chr6	31379469	31379697	AMPL3926491	SUBMITTED_REGION=rs190938408;Pool=2	113	2177	1	55	2177	44	2133	147	76	0
chr7	117664659	117664881	AMPL2687211	SUBMITTED_REGION=rs193922525;Pool=1	106	2177	825	824	2177	1192	985	223	223	0
chr19	40944527	40944746	AMPL3926549	SUBMITTED_REGION=2B7Ex7F;Pool=2	101	10201	59	1386	2257	133	2124	220	220	72
chr13	48045617	48045835	AMPL3698542	SUBMITTED_REGION=rs116855232,rs147390019;Pool=2	86	2259	858	1033	2259	1128	1131	219	219	0
chr15	74747192	74747408	AMPL3926632	SUBMITTED_REGION=rs35694136;Pool=2	100	2301	1594	208	2301	2048	253	217	217	0
chr19	44908797	44908998	AMPL3926182	SUBMITTED_REGION=rs7412;Pool=2	159	3134	675	907	2366	1204	1162	202	202	7
chr1	97098501	97098720	AMPL3658614	SUBMITTED_REGION=rs1801267;Pool=2	73	2471	1124	1057	2471	1198	1273	220	220	0
chr10	59672789	59673009	AMPL3926295	SUBMITTED_REGION=rs550527563;Pool=2	82	2497	2045	204	2497	2249	248	221	221	0
chr1	65610218	65610440	AMPL3926132	SUBMITTED_REGION=rs1805094;Pool=1	62	2503	791	1286	2503	1136	1367	223	223	0
chr4	68655102	68655315	AMPL3925960	SUBMITTED_REGION=rs148583958;Pool=2	72	2613	817	1614	2613	861	1752	214	214	175
chr6	35702202	35702418	AMPL3926604	SUBMITTED_REGION=rs4713916;Pool=1	68	2677	1536	470	2677	1898	779	217	217	113
chr10	94781761	94781948	AMPL3843423	SUBMITTED_REGION=rs375781227,rs4244285,rs6413438;Pool=1	51	5779	1144	1221	2689	1306	1383	188	188	183
chr6	30051362	30051574	AMPL3925987	SUBMITTED_REGION=rs259945;Pool=2	53	2727	1189	1161	2727	1385	1342	213	213	210
chr7	117611445	117611622	AMPL3925914	SUBMITTED_REGION=rs150212784,rs397508513;Pool=1	49	9542	1235	1151	2751	1388	1363	178	178	174
chr6	31245763	31245972	AMPL3926452	SUBMITTED_REGION=rs9264132;Pool=2	89	2771	976	337	2771	1219	1552	210	210	21
chr19	41012399	41012627	AMPL3926257	SUBMITTED_REGION=2B6Ex7,2B6Ex8,rs34097093;Pool=1	111	14965	4	1651	2782	78	2704	229	229	42
chr1	97579707	97579924	AMPL2683245	SUBMITTED_REGION=rs75017182;Pool=2	78	2819	268	1087	2819	1495	1324	218	218	162
chr7	117508951	117509137	AMPL3926368	SUBMITTED_REGION=rs115545701,rs368505753,rs397508256;Pool=2	63	2927	1226	1020	2927	1518	1409	187	187	187
chr7	99768230	99768447	AMPL2833309	SUBMITTED_REGION=rs55785340;Pool=1	68	7298	418	1283	3057	1635	1422	218	218	203
chr10	94849898	94850112	AMPL2683317	SUBMITTED_REGION=rs17879685;Pool=1	80	3069	1354	862	3069	1570	1499	215	215	144
chr1	247448654	247448873	AMPL3926265	SUBMITTED_REGION=rs10754558;Pool=2	94	3130	387	2152	3130	540	2590	220	220	220
chr7	99649984	99650205	AMPL2194138	SUBMITTED_REGION=rs41279854;Pool=1	75	3187	1364	1065	3187	1551	1636	222	222	222
chr7	117627410	117627633	AMPL3805512	SUBMITTED_REGION=rs79850223;Pool=2	76	3228	1592	1410	3228	1718	1510	224	224	224
chr19	40944730	40944957	AMPL3925986	SUBMITTED_REGION=2B7Ex7F;Pool=1	102	13082	284	1267	3234	1526	1708	228	228	207
chr1	97740316	97740536	AMPL2878499	SUBMITTED_REGION=rs72549309;Pool=1	70	3240	1350	1511	3240	1601	1639	221	221	221
chr8	18400730	18400951	AMPL3926164	SUBMITTED_REGION=rs1208,rs1799931,rs56393504;Pool=2	79	7904	1286	1591	3276	1369	1907	222	222	222
chr6	31247658	31247881	AMPL3926008	SUBMITTED_REGION=rs6936478;Pool=1	78	3277	1794	1144	3277	1950	1327	224	224	224
chr6	31285494	31285702	AMPL3926165	SUBMITTED_REGION=rs9461684;Pool=2	75	3360	254	132	3360	3191	169	209	82	43
chr10	94938821	94939034	AMPL3926246	SUBMITTED_REGION=rs564813580;Pool=2	74	3940	1573	1298	3363	1688	1675	214	214	214
chr6	31140486	31140716	AMPL3926367	SUBMITTED_REGION=rs190335533;Pool=2	113	3365	189	21	3365	3296	69	231	167	138
chr2	233693452	233693673	AMPL3547921	SUBMITTED_REGION=rs17863783;Pool=1	109	3383	659	120	3383	3175	208	222	222	58
chr6	18138902	18139117	AMPL2683406	SUBMITTED_REGION=rs112339338,rs144041067,rs1800460;Pool=2	74	3435	2393	248	3435	3103	332	216	215	213
chr6	31375170	31375384	AMPL3926002	SUBMITTED_REGION=rs151107659;Pool=1	78	3446	1224	1720	3446	1542	1904	215	215	211
chr5	75359586	75359808	AMPL3926142	SUBMITTED_REGION=rs17238540;Pool=2	83	3454	1337	1753	3454	1627	1827	223	223	223
chr1	97078918	97079139	AMPL3926190	SUBMITTED_REGION=rs1801268;Pool=2	99	3550	1465	1830	3550	1558	1992	222	222	222
chr6	31287025	31287243	AMPL3926546	SUBMITTED_REGION=rs185615899;Pool=1	79	3552	2076	1226	3552	2250	1302	219	219	216
chr5	75346978	75347201	AMPL3926539	SUBMITTED_REGION=rs17244841;Pool=1	63	3595	1039	700	3595	1803	1792	224	224	212
chr12	21172690	21172909	AMPL2683214	SUBMITTED_REGION=rs2291073;Pool=2	69	3598	1535	1586	3598	1924	1674	220	220	220
chr19	40939372	40939581	AMPL3926019	SUBMITTED_REGION=2B7P12B6In4Ex5;Pool=2	91	8690	41	66	3600	446	3154	210	196	83
chr12	21224958	21225141	AMPL3926021	SUBMITTED_REGION=rs4149081;Pool=2	56	3649	1676	1520	3649	2080	1569	184	184	184
chr6	30731602	30731786	AMPL3001448	SUBMITTED_REGION=rs3909184;Pool=2	90	3700	1950	1052	3700	2098	1602	185	185	185
chr19	40851398	40851621	AMPL3926460	SUBMITTED_REGION=rs4803381;Pool=1	96	3704	1784	1610	3704	1912	1792	224	224	224
chr19	41009345	41009578	AMPL3926247	SUBMITTED_REGION=2B6Ex5,rs2279343;Pool=2	130	5999	1045	48	3705	1201	2504	234	234	82
chr1	97305215	97305437	AMPL3698563	SUBMITTED_REGION=rs1801160;Pool=2	106	3721	1295	1593	3721	1953	1768	223	223	223
chr7	117548595	117548813	AMPL3805219	SUBMITTED_REGION=rs74551128;Pool=1	79	3759	2003	660	3759	2216	1543	219	219	216
chr1	97721528	97721714	AMPL2530309	SUBMITTED_REGION=rs1212037891;Pool=2	65	3760	1456	1764	3760	1799	1961	187	187	187
chr1	97699324	97699548	AMPL3658636	SUBMITTED_REGION=rs115232898,rs2297595;Pool=1	90	3810	1798	1482	3810	1984	1826	225	225	225
chr1	201091877	201092104	AMPL2527736	SUBMITTED_REGION=rs772226819;Pool=2	136	3810	863	741	3810	1032	2778	228	228	199
chr1	28843012	28843228	AMPL3926078	SUBMITTED_REGION=rs3766951;Pool=1	104	3812	1769	1369	3812	2171	1641	217	217	217
chr6	18143500	18143720	AMPL2683382	SUBMITTED_REGION=rs111901354,rs115106679,rs151149760;Pool=1	84	11329	2018	1427	3824	2203	1621	221	221	221
chr6	32353609	32353829	AMPL3926036	SUBMITTED_REGION=rs2395148;Pool=2	68	3839	1687	1675	3839	1805	2034	221	221	221
chr7	99672842	99673067	AMPL2614796	SUBMITTED_REGION=rs776746;Pool=2	86	3840	1444	1438	3840	1728	2112	226	226	226
chr6	18147771	18147943	AMPL2683204	SUBMITTED_REGION=rs200591577;Pool=2	59	3847	71	1000	3847	2748	1099	173	173	162
chr19	44908553	44908792	AMPL1190978	SUBMITTED_REGION=rs429358;Pool=1	167	3858	844	492	3856	1774	2082	240	240	219
chr6	18149002	18149169	AMPL3926042	SUBMITTED_REGION=rs750424422;Pool=1	72	3910	1705	1933	3910	1816	2094	168	168	168
chr6	31026370	31026565	AMPL3926608	SUBMITTED_REGION=rs6928038;Pool=1	112	3938	1898	1732	3938	2024	1914	196	196	195
chr6	29920884	29921094	AMPL3926277	SUBMITTED_REGION=rs138415245;Pool=2	76	3940	1187	1947	3940	1762	2178	211	211	211
chr6	31294823	31295043	AMPL788371	SUBMITTED_REGION=rs111664408,rs186302377;Pool=2	94	3955	19	3302	3955	87	3868	221	221	220
chr19	41007947	41008085	AMPL3926218	SUBMITTED_REGION=2B7P12B6In4Ex5;Pool=2	50	10319	744	222	3960	915	3045	139	139	77
chr6	18130666	18130835	AMPL2683048	SUBMITTED_REGION=rs1142345,rs150900439,rs1800584,rs377085266,rs398122996;Pool=2	52	3971	1766	1846	3971	1935	2036	170	170	170
chr6	31228806	31228996	AMPL3926203	SUBMITTED_REGION=rs9264041;Pool=2	100	3971	1109	1868	3971	2038	1933	191	191	191
chr10	94949153	94949367	AMPL2670555	SUBMITTED_REGION=rs2256871,rs9332130,rs9332131;Pool=1	68	3985	1674	2073	3985	1777	2208	215	215	215
chr12	21176671	21176886	AMPL3923810	SUBMITTED_REGION=rs11045819,rs2306283;Pool=2	64	3987	1684	1726	3987	2053	1934	216	216	216
chr12	21178600	21178748	AMPL3843411	SUBMITTED_REGION=rs2291075,rs4149056;Pool=1	53	3995	1440	1910	3995	1976	2019	149	149	149
chr7	117534299	117534515	AMPL2508161	SUBMITTED_REGION=rs397508759,rs80282562;Pool=2	74	4020	2038	1754	4020	2176	1844	217	217	217
chr4	87853994	87854214	AMPL3925919	SUBMITTED_REGION=rs1471403;Pool=1	75	4032	1852	1895	4032	1991	2041	221	221	221
chr11	113475585	113475809	AMPL3922139	SUBMITTED_REGION=rs1799978;Pool=2	128	4044	1804	1926	4044	1926	2118	225	225	225
chr19	38500532	38500740	AMPL2529734	SUBMITTED_REGION=rs118192122,rs118192124,rs121918594,rs193922816,rs28933397;Pool=1	135	4099	1202	1252	4099	1849	2250	209	209	208
chr1	97082256	97082477	AMPL387568	SUBMITTED_REGION=rs67376798;Pool=1	85	4139	900	1805	4139	1977	2162	222	222	222
chr7	117587634	117587854	AMPL2455455	SUBMITTED_REGION=rs113993959,rs121908755,rs121908757,rs121909005,rs121909013,rs75527207;Pool=1	77	4144	1807	1633	4144	2041	2103	221	221	221
chr9	130483088	130483310	AMPL3926119	SUBMITTED_REGION=rs10901080;Pool=1	84	4182	1072	1598	4182	2314	1868	223	223	222
chr6	25823196	25823384	AMPL3926180	SUBMITTED_REGION=rs1183201;Pool=2	60	4206	1776	1444	4206	2052	2154	189	189	189
chr6	31279279	31279437	AMPL3926311	SUBMITTED_REGION=rs4386816;Pool=1	47	4235	1091	1440	4235	1958	2277	159	159	159
chr7	87531138	87531361	AMPL3922196	SUBMITTED_REGION=rs2032582;Pool=1	70	4287	1919	1875	4287	2149	2138	224	224	224
chr19	40935936	40936171	AMPL3925922	SUBMITTED_REGION=2B7Ex2and3;Pool=2	122	18016	56	25	4313	117	4196	232	196	196
chr10	119436684	119436866	AMPL3926014	SUBMITTED_REGION=rs2230349;Pool=1	103	4314	1822	1900	4314	2081	2233	183	183	183
chr6	31439263	31439485	AMPL3926073	SUBMITTED_REGION=rs138238859;Pool=2	96	4328	273	1673	4328	394	3934	223	223	159
chr10	94971919	94972141	AMPL2683340	SUBMITTED_REGION=rs182132442;Pool=1	71	4342	1446	2168	4342	1923	2419	223	223	223
chr7	99768413	99768630	AMPL3005258	SUBMITTED_REGION=rs4987161;Pool=2	97	6531	1597	1135	4376	2352	2024	218	218	218
chr10	94781941	94782126	AMPL2683276	SUBMITTED_REGION=rs375781227,rs72558186;Pool=2	65	6866	1832	928	4379	2142	2237	186	186	185
chr7	117590265	117590489	AMPL1190902	SUBMITTED_REGION=rs121909006,rs397508288;Pool=2	65	4392	1567	1212	4392	2050	2342	225	225	225
chr7	117606582	117606727	AMPL2464526	SUBMITTED_REGION=rs141033578;Pool=2	42	4421	2033	2035	4421	2217	2204	146	146	146
chr7	117614605	117614826	AMPL2476493	SUBMITTED_REGION=rs75541969;Pool=1	75	4421	182	2055	4421	2053	2368	222	222	222
chr12	21229543	21229697	AMPL3925940	SUBMITTED_REGION=rs11045879;Pool=1	46	4436	2072	2044	4436	2184	2252	155	155	155
chr19	39248115	39248353	AMPL2636988	SUBMITTED_REGION=rs12979860;Pool=1	161	4448	959	985	4448	2111	2337	239	239	239
chr7	99652699	99652919	AMPL2683188	SUBMITTED_REGION=rs41303343;Pool=2	85	4867	1765	2053	4459	2095	2364	221	221	221
chr7	117639907	117640128	AMPL2938262	SUBMITTED_REGION=rs75039782;Pool=1	74	4459	2023	2196	4459	2164	2295	222	222	222
chr4	87845025	87845247	AMPL3926503	SUBMITTED_REGION=rs753138805;Pool=2	74	4476	1550	1894	4476	2455	2021	223	223	223
chr10	94761753	94761906	AMPL2614811	SUBMITTED_REGION=rs12248560;Pool=2	44	4531	463	2455	4531	746	3785	154	154	152
chr4	87901409	87901630	AMPL3926318	SUBMITTED_REGION=rs181831514;Pool=2	76	4544	2137	1920	4544	2380	2164	222	222	222
chr19	38543190	38543381	AMPL3926147	SUBMITTED_REGION=rs148399313;Pool=1	75	4571	2452	1893	4570	2580	1990	192	192	192
chr19	40843922	40844142	AMPL3926085	SUBMITTED_REGION=rs143731390;Pool=1	128	15833	1878	1820	4588	2201	2387	221	221	221
chr10	94985826	94986046	AMPL3926535	SUBMITTED_REGION=rs764211126;Pool=2	89	4616	1977	2125	4616	2190	2426	221	221	221
chr6	31422352	31422522	AMPL3926566	SUBMITTED_REGION=rs116419909;Pool=1	52	4648	1327	2531	4648	1850	2798	171	171	171
chr19	39252332	39252553	AMPL2877085	SUBMITTED_REGION=rs8099917;Pool=1	75	4653	2051	1895	4653	2491	2162	222	222	222
chr19	38580202	38580425	AMPL3656717	SUBMITTED_REGION=rs118192168,rs193922878;Pool=1	159	22495	1584	729	4676	2829	1847	224	224	224
chr10	94645607	94645827	AMPL2455390	SUBMITTED_REGION=rs12777823;Pool=1	80	4740	1979	1869	4740	2393	2347	221	221	221
chr2	215347520	215347745	AMPL3922086	SUBMITTED_REGION=rs4673993;Pool=2	85	4770	871	713	4770	974	3796	226	226	53
chr19	41008860	41009085	AMPL3926339	SUBMITTED_REGION=2B7P12B6In4Ex5,rs12721650;Pool=2	102	6451	201	41	4859	2647	2212	226	57	48
chr12	21179427	21179647	AMPL3547914	SUBMITTED_REGION=rs11045821;Pool=2	82	4913	1656	1864	4913	2217	2696	221	221	221
chr7	99665090	99665279	AMPL3924192	SUBMITTED_REGION=rs10264272;Pool=1	64	4974	766	474	4974	2619	2355	190	190	174
chr19	41007253	41007442	AMPL3925933	SUBMITTED_REGION=2B7P12B6In4Ex5;Pool=2	84	11431	1040	1606	4979	1894	3085	190	190	190
chr13	46895675	46895893	AMPL3925934	SUBMITTED_REGION=rs6313;Pool=1	95	5007	1844	1878	5007	2207	2800	219	219	219
chr6	25784065	25784270	AMPL3926543	SUBMITTED_REGION=rs12662869;Pool=1	68	5014	715	857	5014	2611	2403	206	206	205
chr9	130502362	130502558	AMPL3926151	SUBMITTED_REGION=rs10793902;Pool=2	89	5071	2232	2208	5071	2702	2369	197	197	197
chr7	117559471	117559690	AMPL3806487	SUBMITTED_REGION=rs113993960;Pool=2	80	5074	2093	1957	5074	2511	2563	220	220	220
chr8	18400556	18400768	AMPL2834708	SUBMITTED_REGION=rs1799930;Pool=1	78	8115	2212	2268	5086	2618	2468	213	213	213
chr12	21164784	21164998	AMPL3926076	SUBMITTED_REGION=rs4149032;Pool=1	71	5091	2514	2201	5091	2685	2406	215	215	215
chr6	25850696	25850915	AMPL3926316	SUBMITTED_REGION=rs34376145,rs34902660;Pool=2	90	10032	2416	1408	5106	3132	1974	220	220	220
chr6	25850499	25850724	AMPL3926627	SUBMITTED_REGION=rs56027330;Pool=1	93	9710	2407	2068	5161	2723	2438	226	226	226
chr4	69096801	69096958	AMPL3926319	SUBMITTED_REGION=rs28365063;Pool=1	46	5163	2196	2284	5163	2586	2577	158	158	158
chr1	55058629	55058775	AMPL3925928	SUBMITTED_REGION=rs374603772;Pool=2	91	5193	1150	626	5193	3395	1798	147	147	135
chr19	41009684	41009884	AMPL3926330	SUBMITTED_REGION=2B6Ex6,rs2279345;Pool=2	89	13992	2023	1560	5225	2317	2908	201	201	201
chr5	7870696	7870919	AMPL3882451	SUBMITTED_REGION=rs1801394;Pool=1	89	5261	2199	1903	5261	2587	2674	224	224	224
chr1	55058378	55058605	AMPL3926554	SUBMITTED_REGION=rs141502002,rs562556;Pool=1	128	5281	1809	1868	5279	2824	2455	228	228	228
chr7	99676070	99676290	AMPL2669853	SUBMITTED_REGION=rs28383468,rs28383469,rs55817950;Pool=1	99	5279	2104	2227	5279	2750	2529	221	221	221
chr2	166052941	166053098	AMPL3922011	SUBMITTED_REGION=rs3812718;Pool=2	61	5281	2218	2730	5281	2395	2886	158	158	158
chr1	236885079	236885303	AMPL3926605	SUBMITTED_REGION=rs1805087;Pool=2	72	5283	2220	2537	5283	2467	2816	225	225	225
chr3	93935036	93935261	AMPL3926262	SUBMITTED_REGION=rs8178607;Pool=2	76	5285	1954	628	5285	2398	2887	226	226	225
chr2	168914553	168914775	AMPL3926307	SUBMITTED_REGION=rs10497346;Pool=1	76	5289	1834	1226	5289	2872	2417	223	223	223
chr19	40939207	40939412	AMPL3926374	SUBMITTED_REGION=2B7Ex4,2B7P12B6In4Ex5;Pool=1	109	12342	877	1174	5300	1790	3510	206	206	206
chrX	114903548	114903769	AMPL3922113	SUBMITTED_REGION=rs1414334;Pool=1	98	5309	2255	2681	5309	2542	2767	222	222	222
chr19	40935999	40936234	AMPL3925927	SUBMITTED_REGION=2B7Ex2and3;Pool=1	124	16174	230	287	5322	4935	387	236	236	219
chr7	117530850	117531068	AMPL2508162	SUBMITTED_REGION=rs113993958,rs397508537,rs77834169,rs78655421;Pool=1	91	5347	2351	1444	5347	2989	2358	219	219	219
chr1	97573744	97573954	AMPL3925926	SUBMITTED_REGION=rs56038477,rs78060119;Pool=1	94	5383	2524	2398	5383	2720	2663	211	211	211
chr6	31003864	31004048	AMPL3926558	SUBMITTED_REGION=rs1632856;Pool=2	72	5395	1204	1735	5395	2554	2841	185	185	185
chr8	18400275	18400494	AMPL3221014	SUBMITTED_REGION=rs1041983,rs1799929,rs1801280;Pool=2	106	5432	2940	1992	5430	3160	2270	220	220	220
chr5	75355087	75355309	AMPL3926083	SUBMITTED_REGION=rs3846662;Pool=1	91	5457	2280	2550	5457	2701	2756	223	223	223
chr19	41004488	41004691	AMPL3926215	SUBMITTED_REGION=2B6Ex2F;Pool=2	104	13767	1525	2872	5490	1738	3752	204	204	204
chr19	41012188	41012402	AMPL3923921	SUBMITTED_REGION=2B6Ex7,rs28399499;Pool=2	103	7339	2443	2537	5495	2658	2837	215	215	215
chr19	40944362	40944578	AMPL3926290	SUBMITTED_REGION=2B7Ex7F;Pool=1	121	17447	2479	1732	5576	3256	2320	217	217	217
chr10	94852640	94852852	AMPL2670129	SUBMITTED_REGION=rs118203759,rs192154563,rs56337013;Pool=2	92	5577	2619	2327	5577	2922	2655	213	213	213
chr19	38444003	38444225	AMPL2534403	SUBMITTED_REGION=rs118192161,rs193922753;Pool=1	135	5596	2739	1682	5596	3209	2387	223	223	223
chr5	96423143	96423364	AMPL3916731	SUBMITTED_REGION=rs145592525;Pool=1	104	5612	246	2103	5612	3317	2295	222	222	220
chr1	236865164	236865390	AMPL3926607	SUBMITTED_REGION=rs3768142;Pool=1	89	5624	2401	2758	5624	2578	3046	227	227	227
chr6	31378738	31378948	AMPL3894580	SUBMITTED_REGION=rs58102217;Pool=2	134	5634	2689	1292	5634	4054	1580	211	211	211
chr2	233757043	233757264	AMPL3922005	SUBMITTED_REGION=rs10929302;Pool=1	123	5648	2588	2130	5648	2864	2784	222	222	222
chr2	169154368	169154590	AMPL3926533	SUBMITTED_REGION=rs2075252;Pool=2	78	5657	2175	2016	5657	3146	2511	223	223	223
chr19	40940663	40940865	AMPL3926305	SUBMITTED_REGION=2B7P12B6In4Ex5;Pool=1	72	11952	1559	2298	5658	3081	2577	203	203	203
chr6	31318054	31318260	AMPL3926155	SUBMITTED_REGION=rs3130690;Pool=1	82	5662	2713	2588	5662	2922	2740	207	207	207
chr19	40938745	40938850	AMPL3926380	SUBMITTED_REGION=2B7Ex4;Pool=2	41	20888	2513	2841	5671	2704	2967	106	106	106
chr20	3213068	3213283	AMPL2455262	SUBMITTED_REGION=rs1127354,rs7270101;Pool=2	90	5707	2281	2402	5707	2613	3094	216	216	216
chr1	65592753	65592972	AMPL2876954	SUBMITTED_REGION=rs1137101;Pool=2	78	5709	2473	2640	5709	2738	2971	220	220	220
chr6	31209647	31209864	AMPL3925931	SUBMITTED_REGION=rs149481627;Pool=1	105	5728	2316	2787	5728	2656	3072	218	218	218
chr12	21219332	21219551	AMPL3926394	SUBMITTED_REGION=rs11045872;Pool=1	95	5738	2450	2701	5738	2658	3080	220	220	220
chr22	42142247	42142476	AMPL3926448	SUBMITTED_REGION=SP_47.3.229121;Pool=1	147	13915	2287	2260	5777	3192	2585	230	230	230
chr5	148826744	148826978	AMPL3926513	SUBMITTED_REGION=rs1042713;Pool=2	163	5838	904	1646	5838	2889	2949	235	235	234
chr7	128238576	128238754	AMPL3926148	SUBMITTED_REGION=rs7799039;Pool=2	64	5839	2654	2685	5839	2955	2884	179	179	179
chr19	41007142	41007347	AMPL3926414	SUBMITTED_REGION=2B7P12B6In4Ex5;Pool=1	102	22944	1725	2110	5869	2522	3347	206	206	206
chr19	40846778	40846976	AMPL3926670	SUBMITTED_REGION=rs140471703,rs4079369;Pool=1	113	5886	2789	2604	5885	3049	2836	199	199	199
chr6	25849808	25850028	AMPL3925973	SUBMITTED_REGION=rs11966370;Pool=1	95	5912	2926	1859	5912	3024	2888	221	221	221
chr2	169014329	169014557	AMPL3926128	SUBMITTED_REGION=rs4148776;Pool=1	83	5931	2796	2407	5931	3342	2589	229	229	229
chr7	99760791	99760969	AMPL3006727	SUBMITTED_REGION=rs4986910;Pool=1	68	5931	3358	2099	5931	3502	2429	179	179	179
