contig_id	contig_srt	contig_end	region_id	attributes	gc_count	overlaps	fwd_e2e	rev_e2e	total_reads	fwd_reads	rev_reads	cov150x	cov500x	cov2500x
chr4	68655102	68655315	AMPL3925960	SUBMITTED_REGION=rs148583958;Pool=2	72	3071	1018	1874	3071	1055	2016	214	214	214
chr10	94781761	94781948	AMPL3843423	SUBMITTED_REGION=rs375781227,rs4244285,rs6413438;Pool=1	51	6667	1377	1320	3152	1568	1584	188	188	188
chr6	35702202	35702418	AMPL3926604	SUBMITTED_REGION=rs4713916;Pool=1	68	3158	1592	1110	3158	1754	1404	217	217	215
chr6	18130666	18130835	AMPL2683048	SUBMITTED_REGION=rs1142345,rs150900439,rs1800584,rs377085266,rs398122996;Pool=2	52	3211	1584	1405	3211	1703	1508	170	170	170
chr19	41008860	41009085	AMPL3926339	SUBMITTED_REGION=2B7P12B6In4Ex5,rs12721650;Pool=2	102	4938	556	182	3245	1951	1294	226	226	48
chr19	41007535	41007770	AMPL3925971	SUBMITTED_REGION=2B7P12B6In4Ex5;Pool=2	130	13404	0	0	3315	27	3288	171	169	37
chr6	18138902	18139117	AMPL2683406	SUBMITTED_REGION=rs112339338,rs144041067,rs1800460;Pool=2	74	3363	2406	264	3363	2994	369	216	215	214
chr10	94971919	94972141	AMPL2683340	SUBMITTED_REGION=rs182132442;Pool=1	71	3389	702	2335	3384	825	2559	223	223	222
chr7	99649984	99650205	AMPL2194138	SUBMITTED_REGION=rs41279854;Pool=1	75	3394	1464	1096	3394	1630	1764	222	222	222
chr15	74747192	74747408	AMPL3926632	SUBMITTED_REGION=rs35694136;Pool=2	100	3405	1699	110	3405	3212	193	217	217	127
chr12	21172690	21172909	AMPL2683214	SUBMITTED_REGION=rs2291073;Pool=2	69	3462	1464	1631	3463	1788	1675	220	220	220
chr7	99768230	99768447	AMPL2833309	SUBMITTED_REGION=rs55785340;Pool=1	68	9447	452	1680	3530	1700	1830	218	218	217
chr6	31245763	31245972	AMPL3926452	SUBMITTED_REGION=rs9264132;Pool=2	89	3533	1687	172	3533	2475	1058	210	210	208
chr1	97579707	97579924	AMPL2683245	SUBMITTED_REGION=rs75017182;Pool=2	78	3550	326	1360	3550	1923	1627	218	218	179
chr19	41007947	41008085	AMPL3926218	SUBMITTED_REGION=2B7P12B6In4Ex5;Pool=2	50	13911	764	217	3644	911	2733	139	139	84
chr5	75346978	75347201	AMPL3926539	SUBMITTED_REGION=rs17244841;Pool=1	63	3646	1024	559	3646	1944	1702	224	224	210
chr6	32353609	32353829	AMPL3926036	SUBMITTED_REGION=rs2395148;Pool=2	68	3673	1497	1445	3673	1720	1953	221	221	217
chr10	94849898	94850112	AMPL2683317	SUBMITTED_REGION=rs17879685;Pool=1	80	3695	1728	1019	3695	2014	1681	215	215	215
chr12	21224958	21225141	AMPL3926021	SUBMITTED_REGION=rs4149081;Pool=2	56	3740	1982	1415	3740	2293	1447	184	184	184
chr1	247448654	247448873	AMPL3926265	SUBMITTED_REGION=rs10754558;Pool=2	94	3791	176	2876	3791	357	3434	220	220	220
chr7	117587634	117587854	AMPL2455455	SUBMITTED_REGION=rs113993959,rs121908755,rs121908757,rs121909005,rs121909013,rs75527207;Pool=1	77	3803	1665	1486	3803	1883	1920	221	221	221
chr10	94949153	94949367	AMPL2670555	SUBMITTED_REGION=rs2256871,rs9332130,rs9332131;Pool=1	68	3837	1352	2233	3837	1436	2401	215	215	215
chr4	87853994	87854214	AMPL3925919	SUBMITTED_REGION=rs1471403;Pool=1	75	3853	1706	1907	3853	1823	2030	221	221	221
chr10	94761753	94761906	AMPL2614811	SUBMITTED_REGION=rs12248560;Pool=2	44	3855	439	2232	3855	623	3232	154	154	152
chr12	21229543	21229697	AMPL3925940	SUBMITTED_REGION=rs11045879;Pool=1	46	3856	1863	1648	3856	1975	1881	155	155	155
chr7	117627410	117627633	AMPL3805512	SUBMITTED_REGION=rs79850223;Pool=2	76	3882	1734	1840	3882	1857	2025	224	224	224
chr10	94938821	94939034	AMPL3926246	SUBMITTED_REGION=rs564813580;Pool=2	74	4688	1685	1684	3891	1803	2088	214	214	214
chr5	75359586	75359808	AMPL3926142	SUBMITTED_REGION=rs17238540;Pool=2	83	3935	1679	1875	3935	1984	1951	223	223	223
chr6	25823196	25823384	AMPL3926180	SUBMITTED_REGION=rs1183201;Pool=2	60	3958	1754	1394	3958	2001	1957	189	189	189
chr7	117534299	117534515	AMPL2508161	SUBMITTED_REGION=rs397508759,rs80282562;Pool=2	74	3961	2127	1679	3961	2230	1731	217	217	217
chr6	31287025	31287243	AMPL3926546	SUBMITTED_REGION=rs185615899;Pool=1	79	3967	2475	1179	3967	2722	1245	219	219	216
chr6	29920884	29921094	AMPL3926277	SUBMITTED_REGION=rs138415245;Pool=2	76	4014	1351	1988	4014	1859	2155	211	211	211
chr19	40944527	40944746	AMPL3926549	SUBMITTED_REGION=2B7Ex7F;Pool=2	101	14848	91	2682	4016	221	3795	220	220	219
chr19	41008229	41008448	AMPL3926044	SUBMITTED_REGION=2B7P12B6In4Ex5;Pool=2	113	16425	1049	2263	4019	1307	2712	220	220	220
chr6	31285494	31285702	AMPL3926165	SUBMITTED_REGION=rs9461684;Pool=2	75	4019	460	125	4019	3827	192	209	208	44
chr12	21176671	21176886	AMPL3923810	SUBMITTED_REGION=rs11045819,rs2306283;Pool=2	64	4033	1776	1717	4033	2120	1913	216	216	216
chr19	40944730	40944957	AMPL3925986	SUBMITTED_REGION=2B7Ex7F;Pool=1	102	18914	369	1573	4092	1925	2167	228	228	228
chr6	18147771	18147943	AMPL2683204	SUBMITTED_REGION=rs200591577;Pool=2	59	4122	59	1458	4122	2545	1577	173	173	162
chr7	117590265	117590489	AMPL1190902	SUBMITTED_REGION=rs121909006,rs397508288;Pool=2	65	4138	1563	1239	4138	2065	2073	225	225	225
chr6	31375170	31375384	AMPL3926002	SUBMITTED_REGION=rs151107659;Pool=1	78	4139	1594	2025	4139	1904	2235	215	215	211
chr7	117606582	117606727	AMPL2464526	SUBMITTED_REGION=rs141033578;Pool=2	42	4186	1941	1984	4186	2082	2104	146	146	146
chr1	97699324	97699548	AMPL3658636	SUBMITTED_REGION=rs115232898,rs2297595;Pool=1	90	4268	2017	1789	4268	2167	2101	225	225	225
chr12	21178600	21178748	AMPL3843411	SUBMITTED_REGION=rs2291075,rs4149056;Pool=1	53	4268	1808	1910	4268	2250	2018	149	149	149
chr7	99672842	99673067	AMPL2614796	SUBMITTED_REGION=rs776746;Pool=2	86	4573	1967	1680	4574	2330	2244	226	226	226
chr7	117548595	117548813	AMPL3805219	SUBMITTED_REGION=rs74551128;Pool=1	79	4620	2329	718	4620	2686	1934	219	219	218
chr10	94645607	94645827	AMPL2455390	SUBMITTED_REGION=rs12777823;Pool=1	80	4628	1464	2162	4628	2148	2480	221	221	221
chr19	40851398	40851621	AMPL3926460	SUBMITTED_REGION=rs4803381;Pool=1	96	4650	2054	2152	4650	2260	2390	224	224	224
chr4	87901409	87901630	AMPL3926318	SUBMITTED_REGION=rs181831514;Pool=2	76	4711	2088	2075	4711	2350	2361	222	222	222
chr6	31247658	31247881	AMPL3926008	SUBMITTED_REGION=rs6936478;Pool=1	78	4734	2419	1885	4734	2558	2176	224	224	224
chr10	94781941	94782126	AMPL2683276	SUBMITTED_REGION=rs375781227,rs72558186;Pool=2	65	7676	2139	1014	4759	2470	2289	186	186	186
chr7	117639907	117640128	AMPL2938262	SUBMITTED_REGION=rs75039782;Pool=1	74	4792	2622	1916	4792	2803	1989	222	222	222
chr6	25784065	25784270	AMPL3926543	SUBMITTED_REGION=rs12662869;Pool=1	68	4806	627	884	4806	2349	2457	206	206	205
chr1	97721528	97721714	AMPL2530309	SUBMITTED_REGION=rs1212037891;Pool=2	65	4815	2014	2214	4815	2402	2413	187	187	187
chr1	97082256	97082477	AMPL387568	SUBMITTED_REGION=rs67376798;Pool=1	85	4839	1017	2353	4839	2155	2684	222	222	222
chr19	41012399	41012627	AMPL3926257	SUBMITTED_REGION=2B6Ex7,2B6Ex8,rs34097093;Pool=1	111	28806	3	2894	4860	210	4650	229	229	229
chr19	41007253	41007442	AMPL3925933	SUBMITTED_REGION=2B7P12B6In4Ex5;Pool=2	84	13452	844	1403	4905	1895	3010	190	190	190
chr19	40939372	40939581	AMPL3926019	SUBMITTED_REGION=2B7P12B6In4Ex5;Pool=2	91	12471	41	68	4930	523	4407	210	206	85
chr19	44908797	44908998	AMPL3926182	SUBMITTED_REGION=rs7412;Pool=2	159	6215	1430	1996	4968	2500	2468	202	202	202
chr7	117614605	117614826	AMPL2476493	SUBMITTED_REGION=rs75541969;Pool=1	75	4971	245	2253	4971	2427	2544	222	222	222
chr1	236885079	236885303	AMPL3926605	SUBMITTED_REGION=rs1805087;Pool=2	72	5012	2165	2398	5012	2370	2642	225	225	225
chr7	99652699	99652919	AMPL2683188	SUBMITTED_REGION=rs41303343;Pool=2	85	5670	1859	2442	5043	2235	2808	221	221	221
chr6	30731602	30731786	AMPL3001448	SUBMITTED_REGION=rs3909184;Pool=2	90	5051	2657	1487	5051	2832	2219	185	185	185
chr6	31359917	31360034	AMPL3926062	SUBMITTED_REGION=rs78090769;Pool=2	36	5073	2808	1918	5074	2976	2098	118	118	118
chr19	40949301	40949529	AMPL3926501	SUBMITTED_REGION=2B7Ex9F;Pool=1	112	16306	322	1094	5103	3269	1834	229	229	227
chr1	97078918	97079139	AMPL3926190	SUBMITTED_REGION=rs1801268;Pool=2	99	5121	1952	2823	5121	2058	3063	222	222	222
chr7	87531138	87531361	AMPL3922196	SUBMITTED_REGION=rs2032582;Pool=1	70	5129	2402	1972	5129	2708	2421	224	224	224
chr19	40938745	40938850	AMPL3926380	SUBMITTED_REGION=2B7Ex4;Pool=2	41	28492	2816	2084	5167	2973	2194	106	106	106
chr19	39252332	39252553	AMPL2877085	SUBMITTED_REGION=rs8099917;Pool=1	75	5215	2523	2060	5215	2692	2523	222	222	222
chr1	28843012	28843228	AMPL3926078	SUBMITTED_REGION=rs3766951;Pool=1	104	5328	2598	1830	5328	3221	2107	217	217	217
chr8	18400556	18400768	AMPL2834708	SUBMITTED_REGION=rs1799930;Pool=1	78	7905	2578	2204	5348	3004	2344	213	213	213
chr9	130483088	130483310	AMPL3926119	SUBMITTED_REGION=rs10901080;Pool=1	84	5427	1072	2462	5427	2742	2685	223	223	223
chr12	21179427	21179647	AMPL3547914	SUBMITTED_REGION=rs11045821;Pool=2	82	5551	1956	2452	5551	2696	2855	221	221	221
chr6	31422352	31422522	AMPL3926566	SUBMITTED_REGION=rs116419909;Pool=1	52	5589	2058	3003	5589	2345	3244	171	171	171
chr7	117559471	117559690	AMPL3806487	SUBMITTED_REGION=rs113993960;Pool=2	80	5590	2232	2371	5590	2571	3019	220	220	220
chr10	94985826	94986046	AMPL3926535	SUBMITTED_REGION=rs764211126;Pool=2	89	5597	2749	2331	5597	2996	2601	221	221	221
chr19	41009345	41009578	AMPL3926247	SUBMITTED_REGION=2B6Ex5,rs2279343;Pool=2	130	13631	1794	223	5650	2082	3568	234	234	207
chr1	97305215	97305437	AMPL3698563	SUBMITTED_REGION=rs1801160;Pool=2	106	5727	2253	2676	5727	2820	2907	223	223	223
chr6	31228806	31228996	AMPL3926203	SUBMITTED_REGION=rs9264041;Pool=2	100	5746	2075	2691	5746	3006	2740	191	191	191
chr4	69096801	69096958	AMPL3926319	SUBMITTED_REGION=rs28365063;Pool=1	46	5814	2614	2586	5814	2986	2828	158	158	158
chr12	21164784	21164998	AMPL3926076	SUBMITTED_REGION=rs4149032;Pool=1	71	5843	2862	2544	5843	3071	2772	215	215	215
chr19	38543190	38543381	AMPL3926147	SUBMITTED_REGION=rs148399313;Pool=1	75	5935	3178	2495	5935	3336	2599	192	192	192
chr2	166052941	166053098	AMPL3922011	SUBMITTED_REGION=rs3812718;Pool=2	61	6060	2705	2979	6060	2871	3189	158	158	158
chr7	99768413	99768630	AMPL3005258	SUBMITTED_REGION=rs4987161;Pool=2	97	8665	2167	1783	6080	2947	3133	218	218	218
chr3	93935036	93935261	AMPL3926262	SUBMITTED_REGION=rs8178607;Pool=2	76	6126	2243	854	6126	2639	3487	226	226	225
chr5	7870696	7870919	AMPL3882451	SUBMITTED_REGION=rs1801394;Pool=1	89	6134	2576	2242	6134	2966	3168	224	224	224
chr7	99665090	99665279	AMPL3924192	SUBMITTED_REGION=rs10264272;Pool=1	64	6166	824	621	6166	3015	3151	190	190	174
chr6	18149002	18149169	AMPL3926042	SUBMITTED_REGION=rs750424422;Pool=1	72	6212	2493	3387	6212	2634	3578	168	168	168
chr6	31279279	31279437	AMPL3926311	SUBMITTED_REGION=rs4386816;Pool=1	47	6261	636	1838	6261	3168	3093	159	159	159
chr6	18143708	18143839	AMPL3658615	SUBMITTED_REGION=rs111901354,rs1800462;Pool=2	38	12549	3182	2968	6336	3262	3074	132	132	132
chr19	38500532	38500740	AMPL2529734	SUBMITTED_REGION=rs118192122,rs118192124,rs121918594,rs193922816,rs28933397;Pool=1	135	6370	1991	1933	6370	3018	3352	209	209	209
chr2	169154368	169154590	AMPL3926533	SUBMITTED_REGION=rs2075252;Pool=2	78	6417	2094	2302	6417	3613	2804	223	223	223
chr1	169549683	169549906	AMPL3843424	SUBMITTED_REGION=rs6025;Pool=1	95	6418	3059	2568	6418	3312	3106	224	224	224
chr6	18143500	18143720	AMPL2683382	SUBMITTED_REGION=rs111901354,rs115106679,rs151149760;Pool=1	84	12695	3189	2592	6430	3432	2998	221	221	221
chr2	215347520	215347745	AMPL3922086	SUBMITTED_REGION=rs4673993;Pool=2	85	6467	2006	860	6467	2172	4295	226	226	224
chr6	31003864	31004048	AMPL3926558	SUBMITTED_REGION=rs1632856;Pool=2	72	6599	881	2494	6599	3438	3161	185	185	185
chr5	79126096	79126315	AMPL2877051	SUBMITTED_REGION=rs3733890;Pool=1	96	6629	2337	3125	6629	2672	3957	220	220	220
chr1	55058629	55058775	AMPL3925928	SUBMITTED_REGION=rs374603772;Pool=2	91	6741	1795	565	6735	4160	2575	147	147	136
chr2	168914553	168914775	AMPL3926307	SUBMITTED_REGION=rs10497346;Pool=1	76	6772	2519	1854	6772	3759	3013	223	223	223
chrX	114903548	114903769	AMPL3922113	SUBMITTED_REGION=rs1414334;Pool=1	98	6777	3009	3311	6777	3371	3406	222	222	222
chr7	117540185	117540407	AMPL3806796	SUBMITTED_REGION=rs121908753,rs77932196;Pool=2	86	6817	2984	3008	6817	3354	3463	223	223	223
chr5	75355087	75355309	AMPL3926083	SUBMITTED_REGION=rs3846662;Pool=1	91	6843	3008	3109	6843	3496	3347	223	223	223
chr6	31209647	31209864	AMPL3925931	SUBMITTED_REGION=rs149481627;Pool=1	105	6903	2842	3256	6903	3244	3659	218	218	218
chr19	40844147	40844335	AMPL3926273	SUBMITTED_REGION=rs145026630,rs570351602;Pool=2	72	8399	3571	3043	6980	3728	3252	189	189	189
chr6	31376317	31376537	AMPL2636899	SUBMITTED_REGION=rs149663102;Pool=2	100	6980	3080	2919	6980	3255	3725	221	221	221
chr19	40843922	40844142	AMPL3926085	SUBMITTED_REGION=rs143731390;Pool=1	128	17555	2914	2810	7009	3356	3653	221	221	221
chr12	21215709	21215931	AMPL2455276	SUBMITTED_REGION=rs2900478;Pool=2	74	7029	500	2928	7029	3392	3637	223	223	223
chr1	65592753	65592972	AMPL2876954	SUBMITTED_REGION=rs1137101;Pool=2	78	7091	3222	3178	7091	3578	3513	220	220	220
chr7	99760791	99760969	AMPL3006727	SUBMITTED_REGION=rs4986910;Pool=1	68	7116	3913	2730	7116	4047	3069	179	179	179
chr6	31140486	31140716	AMPL3926367	SUBMITTED_REGION=rs190335533;Pool=2	113	7146	975	1	7146	7067	79	231	231	146
chr19	38580039	38580267	AMPL3869859	SUBMITTED_REGION=rs121918595,rs193922876;Pool=2	150	17413	3516	2681	7227	4014	3213	229	229	229
chr6	31367984	31368069	AMPL3926293	SUBMITTED_REGION=rs57989216;Pool=2	29	7250	3700	3376	7250	3767	3483	86	86	86
chr20	3213068	3213283	AMPL2455262	SUBMITTED_REGION=rs1127354,rs7270101;Pool=2	90	7270	2842	3260	7270	3221	4049	216	216	216
chr19	41004488	41004691	AMPL3926215	SUBMITTED_REGION=2B6Ex2F;Pool=2	104	23255	2064	3872	7334	2342	4992	204	204	204
chr7	117530850	117531068	AMPL2508162	SUBMITTED_REGION=rs113993958,rs397508537,rs77834169,rs78655421;Pool=1	91	7338	3498	1898	7338	4413	2925	219	219	219
chr4	88131124	88131346	AMPL3564052	SUBMITTED_REGION=rs2231142;Pool=2	82	7409	3046	2343	7409	3192	4217	223	223	223
chr6	25850696	25850915	AMPL3926316	SUBMITTED_REGION=rs34376145,rs34902660;Pool=2	90	15430	3556	2182	7422	4587	2835	220	220	220
chr1	201091877	201092104	AMPL2527736	SUBMITTED_REGION=rs772226819;Pool=2	136	7442	998	2086	7442	1173	6269	228	228	228
chr7	117642399	117642593	AMPL2476501	SUBMITTED_REGION=rs11971167,rs121909041,rs267606723,rs74503330;Pool=2	84	7464	3378	3377	7464	3644	3820	195	195	195
chr7	99767334	99767551	AMPL3922159	SUBMITTED_REGION=rs4646437;Pool=2	97	7479	2939	3859	7479	3327	4152	218	218	218
chr2	169014329	169014557	AMPL3926128	SUBMITTED_REGION=rs4148776;Pool=1	83	7490	3365	3228	7490	3987	3503	229	229	229
chr19	44908553	44908792	AMPL1190978	SUBMITTED_REGION=rs429358;Pool=1	167	7517	1629	1049	7503	3328	4175	240	240	240
chr7	128238576	128238754	AMPL3926148	SUBMITTED_REGION=rs7799039;Pool=2	64	7536	3420	3496	7536	3787	3749	179	179	179
chr13	46895675	46895893	AMPL3925934	SUBMITTED_REGION=rs6313;Pool=1	95	7548	3063	2757	7548	3459	4089	219	219	219
chr6	31439263	31439485	AMPL3926073	SUBMITTED_REGION=rs138238859;Pool=2	96	7654	1357	2896	7654	1781	5873	223	223	223
chr19	41009684	41009884	AMPL3926330	SUBMITTED_REGION=2B6Ex6,rs2279345;Pool=2	89	23825	2442	2932	7664	2745	4919	201	201	201
chr5	96423143	96423364	AMPL3916731	SUBMITTED_REGION=rs145592525;Pool=1	104	7684	269	3048	7684	4468	3216	222	222	222
chr1	55058378	55058605	AMPL3926554	SUBMITTED_REGION=rs141502002,rs562556;Pool=1	128	7711	2881	2813	7710	4117	3593	228	228	228
chr9	130502362	130502558	AMPL3926151	SUBMITTED_REGION=rs10793902;Pool=2	89	7734	3699	3116	7734	4462	3272	197	197	197
chr19	38502164	38502303	AMPL3926649	SUBMITTED_REGION=rs2915947;Pool=1	52	7745	3414	3745	7745	3683	4062	140	140	140
chr19	40940527	40940749	AMPL3926208	SUBMITTED_REGION=2B7P12B6In4Ex5;Pool=2	105	16348	2190	2136	7750	2589	5161	223	223	223
chr19	41007142	41007347	AMPL3926414	SUBMITTED_REGION=2B7P12B6In4Ex5;Pool=1	102	27458	2176	2943	7815	3100	4715	206	206	206
chr19	40939207	40939412	AMPL3926374	SUBMITTED_REGION=2B7Ex4,2B7P12B6In4Ex5;Pool=1	109	19688	1045	1807	7817	2155	5662	206	206	206
chr10	94852640	94852852	AMPL2670129	SUBMITTED_REGION=rs118203759,rs192154563,rs56337013;Pool=2	92	7847	3591	3551	7847	3903	3944	213	213	213
chr10	95038791	95039016	AMPL3893712	SUBMITTED_REGION=rs10509681;Pool=2	86	7848	3387	3542	7848	3825	4023	226	226	226
chr2	168973645	168973864	AMPL3926417	SUBMITTED_REGION=rs2287622;Pool=1	97	7878	3986	3507	7878	4150	3728	220	220	220
chr19	40940663	40940865	AMPL3926305	SUBMITTED_REGION=2B7P12B6In4Ex5;Pool=1	72	16397	1810	2554	7958	5113	2845	203	203	203
chr10	94709096	94709264	AMPL3926333	SUBMITTED_REGION=rs11188059;Pool=2	62	7992	3733	3617	7992	3958	4034	169	169	169
chr6	31318054	31318260	AMPL3926155	SUBMITTED_REGION=rs3130690;Pool=1	82	8054	3994	3647	8054	4260	3794	207	207	207
chr12	21219332	21219551	AMPL3926394	SUBMITTED_REGION=rs11045872;Pool=1	95	8073	3189	4142	8073	3389	4684	220	220	220
chr19	39248115	39248353	AMPL2636988	SUBMITTED_REGION=rs12979860;Pool=1	161	8127	3042	2445	8127	4197	3930	239	239	239
chr19	40944362	40944578	AMPL3926290	SUBMITTED_REGION=2B7Ex7F;Pool=1	121	26433	4528	1601	8155	5920	2235	217	217	217
chr11	120792548	120792770	AMPL2455297	SUBMITTED_REGION=rs1954787;Pool=1	102	8199	2705	4343	8199	2892	5307	223	223	223
chr8	18400275	18400494	AMPL3221014	SUBMITTED_REGION=rs1041983,rs1799929,rs1801280;Pool=2	106	8249	4233	3378	8255	4550	3705	220	220	220
chr6	25850499	25850724	AMPL3926627	SUBMITTED_REGION=rs56027330;Pool=1	93	15084	3794	3493	8294	4180	4114	226	226	226
chr19	41008569	41008788	AMPL3926026	SUBMITTED_REGION=2B7P12B6In4Ex5;Pool=2	80	20495	4175	2944	8370	4814	3556	220	220	220
