contig_id	contig_srt	contig_end	region_id	attributes	gc_count	overlaps	fwd_e2e	rev_e2e	total_reads	fwd_reads	rev_reads	cov150x	cov500x	cov2500x
chr1	65610218	65610440	AMPL3926132	SUBMITTED_REGION=rs1805094;Pool=1	62	1673	426	833	1673	780	893	223	223	0
chr13	48045617	48045835	AMPL3698542	SUBMITTED_REGION=rs116855232,rs147390019;Pool=2	86	1691	817	593	1691	1040	651	219	219	0
chr1	97515750	97515938	AMPL2503449	SUBMITTED_REGION=rs148994843,rs1801158,rs1801159,rs55886062;Pool=2	87	1736	820	795	1736	885	851	189	189	0
chr1	97098501	97098720	AMPL3658614	SUBMITTED_REGION=rs1801267;Pool=2	73	1752	502	998	1752	540	1212	220	220	0
chr6	31379469	31379697	AMPL3926491	SUBMITTED_REGION=rs190938408;Pool=2	113	1801	0	11	1799	20	1779	78	62	0
chr6	35702202	35702418	AMPL3926604	SUBMITTED_REGION=rs4713916;Pool=1	68	1814	1011	348	1814	1248	566	217	217	0
chr10	94781761	94781948	AMPL3843423	SUBMITTED_REGION=rs375781227,rs4244285,rs6413438;Pool=1	51	4395	854	747	1920	987	933	188	188	10
chr1	247448654	247448873	AMPL3926265	SUBMITTED_REGION=rs10754558;Pool=2	94	1946	74	1430	1946	202	1744	220	220	0
chr10	94971919	94972141	AMPL2683340	SUBMITTED_REGION=rs182132442;Pool=1	71	1969	149	1627	1966	194	1772	223	223	0
chr7	117664659	117664881	AMPL2687211	SUBMITTED_REGION=rs193922525;Pool=1	106	1999	765	806	1999	1023	976	223	223	0
chr12	21130278	21130498	AMPL2649373	SUBMITTED_REGION=rs4149015;Pool=2	67	2021	974	689	2021	1061	960	221	221	0
chr7	117508951	117509137	AMPL3926368	SUBMITTED_REGION=rs115545701,rs368505753,rs397508256;Pool=2	63	2057	828	776	2057	992	1065	187	187	0
chr19	41008860	41009085	AMPL3926339	SUBMITTED_REGION=2B7P12B6In4Ex5,rs12721650;Pool=2	102	3144	269	94	2101	1160	941	226	150	15
chr8	18400730	18400951	AMPL3926164	SUBMITTED_REGION=rs1208,rs1799931,rs56393504;Pool=2	79	5795	891	1017	2115	965	1150	222	222	52
chr19	41009567	41009742	AMPL3926221	SUBMITTED_REGION=2B6Ex5;Pool=1	88	11610	408	257	2160	535	1625	176	176	75
chr7	99768230	99768447	AMPL2833309	SUBMITTED_REGION=rs55785340;Pool=1	68	6619	341	944	2267	1212	1055	218	218	37
chr5	75346978	75347201	AMPL3926539	SUBMITTED_REGION=rs17244841;Pool=1	63	2278	668	487	2278	1105	1173	224	224	0
chr1	97740316	97740536	AMPL2878499	SUBMITTED_REGION=rs72549309;Pool=1	70	2341	921	1158	2341	1063	1278	221	221	0
chr6	18130666	18130835	AMPL2683048	SUBMITTED_REGION=rs1142345,rs150900439,rs1800584,rs377085266,rs398122996;Pool=2	52	2358	1132	1026	2358	1234	1124	170	170	0
chr12	21224958	21225141	AMPL3926021	SUBMITTED_REGION=rs4149081;Pool=2	56	2382	1222	937	2382	1417	965	184	184	0
chr15	74747192	74747408	AMPL3926632	SUBMITTED_REGION=rs35694136;Pool=2	100	2530	1742	76	2530	2412	118	217	217	0
chr10	94938821	94939034	AMPL3926246	SUBMITTED_REGION=rs564813580;Pool=2	74	3227	1100	1070	2557	1198	1359	214	214	103
chr12	21172690	21172909	AMPL2683214	SUBMITTED_REGION=rs2291073;Pool=2	69	2601	1096	1195	2602	1348	1254	220	220	107
chr6	25823196	25823384	AMPL3926180	SUBMITTED_REGION=rs1183201;Pool=2	60	2624	1102	957	2624	1255	1369	189	189	144
chr6	32353609	32353829	AMPL3926036	SUBMITTED_REGION=rs2395148;Pool=2	68	2634	1073	865	2634	1347	1287	217	217	77
chr6	18147771	18147943	AMPL2683204	SUBMITTED_REGION=rs200591577;Pool=2	59	2639	44	714	2639	1844	795	173	173	146
chr7	117590265	117590489	AMPL1190902	SUBMITTED_REGION=rs121909006,rs397508288;Pool=2	65	2643	848	834	2643	1164	1479	225	225	15
chr1	97579707	97579924	AMPL2683245	SUBMITTED_REGION=rs75017182;Pool=2	78	2659	244	947	2659	1507	1152	218	218	0
chr6	18138902	18139117	AMPL2683406	SUBMITTED_REGION=rs112339338,rs144041067,rs1800460;Pool=2	74	2670	1928	163	2670	2445	225	216	215	43
chr7	99649984	99650205	AMPL2194138	SUBMITTED_REGION=rs41279854;Pool=1	75	2673	1165	861	2673	1345	1328	222	222	171
chr12	21229543	21229697	AMPL3925940	SUBMITTED_REGION=rs11045879;Pool=1	46	2697	1169	1229	2697	1250	1447	155	155	143
chr10	94849898	94850112	AMPL2683317	SUBMITTED_REGION=rs17879685;Pool=1	80	2719	1251	721	2719	1500	1219	215	215	87
chr10	94761753	94761906	AMPL2614811	SUBMITTED_REGION=rs12248560;Pool=2	44	2725	237	1503	2725	355	2370	154	154	32
chr7	117534299	117534515	AMPL2508161	SUBMITTED_REGION=rs397508759,rs80282562;Pool=2	74	2736	1555	1046	2736	1650	1086	217	217	217
chrX	114903548	114903769	AMPL3922113	SUBMITTED_REGION=rs1414334;Pool=1	98	2770	1120	1472	2770	1240	1530	222	222	221
chr6	31375170	31375384	AMPL3926002	SUBMITTED_REGION=rs151107659;Pool=1	78	2822	1057	1390	2822	1296	1526	215	215	211
chr5	75359586	75359808	AMPL3926142	SUBMITTED_REGION=rs17238540;Pool=2	83	2838	1055	1452	2838	1328	1510	223	223	222
chr7	117587634	117587854	AMPL2455455	SUBMITTED_REGION=rs113993959,rs121908755,rs121908757,rs121909005,rs121909013,rs75527207;Pool=1	77	2870	1338	1030	2870	1546	1324	221	221	220
chr7	117606582	117606727	AMPL2464526	SUBMITTED_REGION=rs141033578;Pool=2	42	2896	1303	1362	2896	1447	1449	146	146	145
chr6	31359917	31360034	AMPL3926062	SUBMITTED_REGION=rs78090769;Pool=2	36	2908	1443	1226	2909	1587	1322	118	118	117
chr10	94949153	94949367	AMPL2670555	SUBMITTED_REGION=rs2256871,rs9332130,rs9332131;Pool=1	68	2911	1269	1429	2911	1362	1549	215	215	215
chr19	40949301	40949529	AMPL3926501	SUBMITTED_REGION=2B7Ex9F;Pool=1	112	11765	118	466	2917	1804	1113	229	229	30
chr12	21176671	21176886	AMPL3923810	SUBMITTED_REGION=rs11045819,rs2306283;Pool=2	64	2921	1241	1280	2921	1519	1402	216	216	216
chr19	41007947	41008085	AMPL3926218	SUBMITTED_REGION=2B7P12B6In4Ex5;Pool=2	50	10348	695	158	2922	917	2005	139	139	74
chr4	87853994	87854214	AMPL3925919	SUBMITTED_REGION=rs1471403;Pool=1	75	2931	1148	1577	2931	1249	1682	221	221	219
chr7	117627410	117627633	AMPL3805512	SUBMITTED_REGION=rs79850223;Pool=2	76	2957	1260	1445	2957	1362	1595	224	224	223
chr6	31245763	31245972	AMPL3926452	SUBMITTED_REGION=rs9264132;Pool=2	89	2960	912	850	2960	1328	1632	210	210	40
chr19	41007535	41007770	AMPL3925971	SUBMITTED_REGION=2B7P12B6In4Ex5;Pool=2	130	11039	0	2	3059	18	3041	171	169	37
chr6	31285494	31285702	AMPL3926165	SUBMITTED_REGION=rs9461684;Pool=2	75	3067	979	166	3067	2717	350	209	209	42
chr12	21178600	21178748	AMPL3843411	SUBMITTED_REGION=rs2291075,rs4149056;Pool=1	53	3073	1337	1514	3074	1464	1610	149	149	149
chr6	31287025	31287243	AMPL3926546	SUBMITTED_REGION=rs185615899;Pool=1	79	3119	1988	909	3119	2160	959	219	219	215
chr6	25784065	25784270	AMPL3926543	SUBMITTED_REGION=rs12662869;Pool=1	68	3186	744	613	3186	1623	1563	206	206	76
chr10	94645607	94645827	AMPL2455390	SUBMITTED_REGION=rs12777823;Pool=1	80	3190	561	1599	3190	1328	1862	221	221	101
chr19	41008229	41008448	AMPL3926044	SUBMITTED_REGION=2B7P12B6In4Ex5;Pool=2	113	9144	589	2071	3229	816	2413	220	220	219
chr4	68655102	68655315	AMPL3925960	SUBMITTED_REGION=rs148583958;Pool=2	72	3244	1010	2013	3244	1054	2190	214	214	214
chr7	117614605	117614826	AMPL2476493	SUBMITTED_REGION=rs75541969;Pool=1	75	3247	115	1592	3247	1432	1815	222	222	204
chr7	117548595	117548813	AMPL3805219	SUBMITTED_REGION=rs74551128;Pool=1	79	3287	1620	291	3287	1949	1338	219	219	208
chr4	68570364	68570528	AMPL3926512	SUBMITTED_REGION=rs6817882;Pool=1	65	3306	1283	1010	3306	1419	1887	165	165	144
chr1	97082256	97082477	AMPL387568	SUBMITTED_REGION=rs67376798;Pool=1	85	3318	684	1533	3318	1509	1809	222	222	188
chr6	29916137	29916356	AMPL3925943	SUBMITTED_REGION=rs114776910;Pool=1	100	3349	1037	1597	3349	1641	1708	220	220	220
chr19	40944730	40944957	AMPL3925986	SUBMITTED_REGION=2B7Ex7F;Pool=1	102	14949	304	1265	3376	1683	1693	228	228	207
chr1	97699324	97699548	AMPL3658636	SUBMITTED_REGION=rs115232898,rs2297595;Pool=1	90	3431	1679	1271	3431	1835	1596	225	225	225
chr7	87531138	87531361	AMPL3922196	SUBMITTED_REGION=rs2032582;Pool=1	70	3447	1647	1272	3447	1849	1598	224	224	224
chr10	94781941	94782126	AMPL2683276	SUBMITTED_REGION=rs375781227,rs72558186;Pool=2	65	5215	1441	756	3460	1688	1772	186	186	185
chr6	31209647	31209864	AMPL3925931	SUBMITTED_REGION=rs149481627;Pool=1	105	3486	1456	1596	3486	1695	1791	218	218	218
chr4	87901409	87901630	AMPL3926318	SUBMITTED_REGION=rs181831514;Pool=2	76	3490	1595	1439	3490	1824	1666	222	222	221
chr7	117639907	117640128	AMPL2938262	SUBMITTED_REGION=rs75039782;Pool=1	74	3520	1808	1525	3520	1928	1592	222	222	222
chr1	236885079	236885303	AMPL3926605	SUBMITTED_REGION=rs1805087;Pool=2	72	3550	1448	1776	3550	1608	1942	225	225	225
chr12	21164784	21164998	AMPL3926076	SUBMITTED_REGION=rs4149032;Pool=1	71	3572	1813	1484	3572	1963	1609	215	215	215
chr6	31422352	31422522	AMPL3926566	SUBMITTED_REGION=rs116419909;Pool=1	52	3577	1255	1875	3577	1520	2057	171	171	171
chr1	97721528	97721714	AMPL2530309	SUBMITTED_REGION=rs1212037891;Pool=2	65	3661	1361	1825	3661	1673	1988	187	187	187
chr4	69096801	69096958	AMPL3926319	SUBMITTED_REGION=rs28365063;Pool=1	46	3689	1587	1604	3689	1889	1800	158	158	157
chr6	31247658	31247881	AMPL3926008	SUBMITTED_REGION=rs6936478;Pool=1	78	3755	2036	1353	3755	2194	1561	224	224	224
chr19	40851398	40851621	AMPL3926460	SUBMITTED_REGION=rs4803381;Pool=1	96	3763	1716	1623	3763	1933	1830	224	224	224
chr19	40939372	40939581	AMPL3926019	SUBMITTED_REGION=2B7P12B6In4Ex5;Pool=2	91	9651	35	50	3784	362	3422	210	109	83
chr7	99652699	99652919	AMPL2683188	SUBMITTED_REGION=rs41303343;Pool=2	85	4625	838	1978	3801	1557	2244	221	221	220
chr19	40938745	40938850	AMPL3926380	SUBMITTED_REGION=2B7Ex4;Pool=2	41	22016	1975	1580	3804	2120	1684	106	106	106
chr9	130483088	130483310	AMPL3926119	SUBMITTED_REGION=rs10901080;Pool=1	84	3806	730	1704	3806	1920	1886	223	223	222
chr19	39252332	39252553	AMPL2877085	SUBMITTED_REGION=rs8099917;Pool=1	75	3821	1828	1431	3821	2070	1751	222	222	222
chr7	117559471	117559690	AMPL3806487	SUBMITTED_REGION=rs113993960;Pool=2	80	3899	1515	1725	3899	1768	2131	220	220	220
chr19	40944527	40944746	AMPL3926549	SUBMITTED_REGION=2B7Ex7F;Pool=2	101	14456	97	2615	3908	214	3694	220	220	219
chr8	18400556	18400768	AMPL2834708	SUBMITTED_REGION=rs1799930;Pool=1	78	6015	1724	1821	3994	2028	1966	213	213	213
chr7	99665090	99665279	AMPL3924192	SUBMITTED_REGION=rs10264272;Pool=1	64	4007	579	382	4007	2194	1813	190	190	174
chr19	41007253	41007442	AMPL3925933	SUBMITTED_REGION=2B7P12B6In4Ex5;Pool=2	84	10599	644	1127	4014	1457	2557	190	190	190
chr12	21179427	21179647	AMPL3547914	SUBMITTED_REGION=rs11045821;Pool=2	82	4018	1405	1725	4018	2013	2005	221	221	221
chr6	31279279	31279437	AMPL3926311	SUBMITTED_REGION=rs4386816;Pool=1	47	4064	909	1099	4064	1900	2164	159	159	159
chr19	41012399	41012627	AMPL3926257	SUBMITTED_REGION=2B6Ex7,2B6Ex8,rs34097093;Pool=1	111	23657	4	2363	4096	156	3940	229	229	211
chr6	30731602	30731786	AMPL3001448	SUBMITTED_REGION=rs3909184;Pool=2	90	4103	2141	1116	4103	2367	1736	185	185	185
chr19	44908797	44908998	AMPL3926182	SUBMITTED_REGION=rs7412;Pool=2	159	4572	1197	1522	4121	2193	1928	202	202	200
chr6	31140486	31140716	AMPL3926367	SUBMITTED_REGION=rs190335533;Pool=2	113	4152	619	77	4152	3843	309	231	231	142
chr1	97078918	97079139	AMPL3926190	SUBMITTED_REGION=rs1801268;Pool=2	99	4179	1584	2288	4179	1684	2495	222	222	222
chr10	94985826	94986046	AMPL3926535	SUBMITTED_REGION=rs764211126;Pool=2	89	4204	1840	1926	4204	2047	2157	221	221	221
chr7	99672842	99673067	AMPL2614796	SUBMITTED_REGION=rs776746;Pool=2	86	4314	1632	1706	4314	1933	2381	226	226	226
chr19	38543190	38543381	AMPL3926147	SUBMITTED_REGION=rs148399313;Pool=1	75	4332	2395	1732	4330	2503	1827	192	192	192
chr6	18143500	18143720	AMPL2683382	SUBMITTED_REGION=rs111901354,rs115106679,rs151149760;Pool=1	84	8803	2322	1537	4355	2547	1808	221	221	221
chr6	29891342	29891543	AMPL3926052	SUBMITTED_REGION=rs185367427;Pool=1	89	4385	433	1118	4385	2382	2003	202	202	103
chr3	93935036	93935261	AMPL3926262	SUBMITTED_REGION=rs8178607;Pool=2	76	4392	1703	558	4392	2068	2324	226	226	225
chr22	42127412	42127555	AMPL3040921	SUBMITTED_REGION=SP_47.2.278149,rs1058172,rs72549346;Pool=1	88	17655	1410	2460	4415	1586	2829	144	144	144
chr6	18149002	18149169	AMPL3926042	SUBMITTED_REGION=rs750424422;Pool=1	72	4416	1976	2166	4416	2114	2302	168	168	168
chr1	97305215	97305437	AMPL3698563	SUBMITTED_REGION=rs1801160;Pool=2	106	4443	1470	1963	4443	2273	2170	223	223	223
chr6	18143708	18143839	AMPL3658615	SUBMITTED_REGION=rs111901354,rs1800462;Pool=2	38	8655	2192	2141	4504	2285	2219	132	132	132
chr2	169154368	169154590	AMPL3926533	SUBMITTED_REGION=rs2075252;Pool=2	78	4514	1842	1580	4514	2553	1961	223	223	223
chr7	99768413	99768630	AMPL3005258	SUBMITTED_REGION=rs4987161;Pool=2	97	6189	1573	1151	4543	2345	2198	218	218	218
chrX	154532649	154532857	AMPL3926573	SUBMITTED_REGION=rs1057518975,rs137852316,rs137852320,rs137852321,rs137852322,rs137852325,rs137852329,rs137852333,rs137852334,rs137852335,rs137852345,rs1557229683,rs371489738;Pool=1	135	11195	1611	15	4559	2321	2238	209	209	57
chr2	166052941	166053098	AMPL3922011	SUBMITTED_REGION=rs3812718;Pool=2	61	4573	2035	2168	4573	2208	2365	158	158	158
chr5	7870696	7870919	AMPL3882451	SUBMITTED_REGION=rs1801394;Pool=1	89	4579	1862	1624	4579	2183	2396	224	224	224
chr2	168914553	168914775	AMPL3926307	SUBMITTED_REGION=rs10497346;Pool=1	76	4691	1689	1271	4691	2583	2108	223	223	223
chr19	41009345	41009578	AMPL3926247	SUBMITTED_REGION=2B6Ex5,rs2279343;Pool=2	130	10418	1248	166	4716	1518	3198	234	234	146
chrX	154533382	154533589	AMPL3220508	SUBMITTED_REGION=rs74575103;Pool=1	131	5204	1707	2062	4783	2476	2307	208	208	208
chr7	99760791	99760969	AMPL3006727	SUBMITTED_REGION=rs4986910;Pool=1	68	4784	2882	1479	4784	3005	1779	179	179	179
chr1	28843012	28843228	AMPL3926078	SUBMITTED_REGION=rs3766951;Pool=1	104	4810	2220	1733	4810	2743	2067	217	217	217
chr12	21215709	21215931	AMPL2455276	SUBMITTED_REGION=rs2900478;Pool=2	74	4820	306	1962	4820	2345	2475	223	223	220
chr6	31003864	31004048	AMPL3926558	SUBMITTED_REGION=rs1632856;Pool=2	72	4825	534	1746	4825	2525	2300	185	185	184
chr6	31228806	31228996	AMPL3926203	SUBMITTED_REGION=rs9264041;Pool=2	100	4844	1816	2211	4844	2564	2280	191	191	191
chr6	31274872	31274987	AMPL3926598	SUBMITTED_REGION=rs12199223;Pool=1	40	4910	2195	680	4910	2794	2116	116	116	116
chr19	41008441	41008581	AMPL3926440	SUBMITTED_REGION=2B7P12B6In4Ex5;Pool=1	70	13972	3080	1511	4917	3285	1632	141	141	141
chrX	154532042	154532249	AMPL2520567	SUBMITTED_REGION=rs137852344,rs137852348,rs1603411177;Pool=2	132	9192	879	154	4921	1450	3471	208	208	111
chr2	215347520	215347745	AMPL3922086	SUBMITTED_REGION=rs4673993;Pool=2	85	4945	1427	639	4945	1614	3331	226	226	54
chr5	75355087	75355309	AMPL3926083	SUBMITTED_REGION=rs3846662;Pool=1	91	4998	2097	2305	4998	2493	2505	223	223	223
chr7	117540185	117540407	AMPL3806796	SUBMITTED_REGION=rs121908753,rs77932196;Pool=2	86	5057	2107	2182	5057	2427	2630	223	223	223
chr1	65592753	65592972	AMPL2876954	SUBMITTED_REGION=rs1137101;Pool=2	78	5098	2373	2242	5098	2625	2473	220	220	220
chr19	40940663	40940865	AMPL3926305	SUBMITTED_REGION=2B7P12B6In4Ex5;Pool=1	72	11831	539	2017	5118	2825	2293	203	203	202
chr2	169014329	169014557	AMPL3926128	SUBMITTED_REGION=rs4148776;Pool=1	83	5258	2466	2164	5258	2909	2349	229	229	229
chr19	40844147	40844335	AMPL3926273	SUBMITTED_REGION=rs145026630,rs570351602;Pool=2	72	6664	2696	2316	5307	2830	2477	189	189	189
chr7	117530850	117531068	AMPL2508162	SUBMITTED_REGION=rs113993958,rs397508537,rs77834169,rs78655421;Pool=1	91	5325	2252	1431	5325	3058	2267	219	219	219
chr4	88131124	88131346	AMPL3564052	SUBMITTED_REGION=rs2231142;Pool=2	82	5356	2376	1638	5356	2507	2849	223	223	223
chr10	94709096	94709264	AMPL3926333	SUBMITTED_REGION=rs11188059;Pool=2	62	5371	2548	2367	5371	2708	2663	169	169	169
chr6	31367984	31368069	AMPL3926293	SUBMITTED_REGION=rs57989216;Pool=2	29	5439	2697	2567	5439	2776	2663	86	86	86
chr10	95038791	95039016	AMPL3893712	SUBMITTED_REGION=rs10509681;Pool=2	86	5481	2319	2334	5481	2672	2809	226	226	226
chr19	41009684	41009884	AMPL3926330	SUBMITTED_REGION=2B6Ex6,rs2279345;Pool=2	89	18213	1680	2052	5497	1916	3581	201	201	201
chr19	44908553	44908792	AMPL1190978	SUBMITTED_REGION=rs429358;Pool=1	167	5552	1250	750	5506	2568	2938	240	240	240
chr19	39248115	39248353	AMPL2636988	SUBMITTED_REGION=rs12979860;Pool=1	161	5521	1675	1491	5521	2814	2707	239	239	239
chr19	38502164	38502303	AMPL3926649	SUBMITTED_REGION=rs2915947;Pool=1	52	5561	2447	2666	5561	2663	2898	140	140	140
chr13	46895675	46895893	AMPL3925934	SUBMITTED_REGION=rs6313;Pool=1	95	5564	2198	2030	5564	2528	3036	219	219	219
chr6	31376317	31376537	AMPL2636899	SUBMITTED_REGION=rs149663102;Pool=2	100	5586	2148	2391	5586	2292	3294	221	221	221
chr7	117642399	117642593	AMPL2476501	SUBMITTED_REGION=rs11971167,rs121909041,rs267606723,rs74503330;Pool=2	84	5586	2532	2414	5586	2753	2833	195	195	195
chr7	128238576	128238754	AMPL3926148	SUBMITTED_REGION=rs7799039;Pool=2	64	5623	2432	2668	5623	2744	2879	179	179	179
chr1	55058629	55058775	AMPL3925928	SUBMITTED_REGION=rs374603772;Pool=2	91	5657	1376	447	5657	3476	2181	147	147	133
chr20	3213068	3213283	AMPL2455262	SUBMITTED_REGION=rs1127354,rs7270101;Pool=2	90	5686	2369	2341	5686	2703	2983	216	216	216
chr10	94852640	94852852	AMPL2670129	SUBMITTED_REGION=rs118203759,rs192154563,rs56337013;Pool=2	92	5713	2696	2459	5713	2943	2770	213	213	213
chr1	169549683	169549906	AMPL3843424	SUBMITTED_REGION=rs6025;Pool=1	95	5759	2717	2265	5759	3064	2695	224	224	224
chr7	99767334	99767551	AMPL3922159	SUBMITTED_REGION=rs4646437;Pool=2	97	5761	2313	2874	5761	2628	3133	218	218	218
chr19	40843922	40844142	AMPL3926085	SUBMITTED_REGION=rs143731390;Pool=1	128	13906	2415	2242	5801	2806	2995	221	221	221
chr6	25850499	25850724	AMPL3926627	SUBMITTED_REGION=rs56027330;Pool=1	93	11241	2749	2310	5868	3078	2790	226	226	226
chr12	21219332	21219551	AMPL3926394	SUBMITTED_REGION=rs11045872;Pool=1	95	5937	2452	2887	5937	2627	3310	220	220	220
chr19	41007142	41007347	AMPL3926414	SUBMITTED_REGION=2B7P12B6In4Ex5;Pool=1	102	22195	1696	2053	5960	2521	3439	206	206	206
chr16	31090860	31091012	AMPL2669878	SUBMITTED_REGION=rs7294;Pool=1	79	5984	1832	2636	5984	2025	3959	153	153	153
chr6	25850696	25850915	AMPL3926316	SUBMITTED_REGION=rs34376145,rs34902660;Pool=2	90	11605	2556	1979	5985	3370	2615	220	220	220
chr19	38500532	38500740	AMPL2529734	SUBMITTED_REGION=rs118192122,rs118192124,rs121918594,rs193922816,rs28933397;Pool=1	135	5992	1822	1715	5992	2890	3102	209	209	209
chr6	31272679	31272860	AMPL3698527	SUBMITTED_REGION=rs9357121;Pool=2	64	6013	2630	2431	6013	2933	3080	182	182	182
chr5	79126096	79126315	AMPL2877051	SUBMITTED_REGION=rs3733890;Pool=1	96	6025	2211	2869	6025	2519	3506	220	220	220
chr6	31439263	31439485	AMPL3926073	SUBMITTED_REGION=rs138238859;Pool=2	96	6057	1236	797	6057	1694	4363	223	223	220
chr17	63488522	63488745	AMPL3697894	SUBMITTED_REGION=rs1799752;Pool=1	115	6071	2429	2329	6071	3052	3019	224	224	224
chr1	55058378	55058605	AMPL3926554	SUBMITTED_REGION=rs141502002,rs562556;Pool=1	128	6074	2039	2210	6074	3133	2941	228	228	228
chr10	94762642	94762851	AMPL3843420	SUBMITTED_REGION=rs17882687,rs28399504,rs55752064;Pool=1	97	6082	2810	2529	6082	3081	3001	210	210	210
chr6	29930901	29931129	AMPL3926515	SUBMITTED_REGION=rs12665140;Pool=1	108	6116	2230	1848	6116	3911	2205	229	229	229
